bd,sn,uw,lw,sz,id
40,-1.0,14,3,57,960
31,-1.0,8,33,72,961
71,-1.0,1,16,88,962
45,1.0,17,2,64,963
3,-1.0,6,47,56,964
2,1.0,8,16,26,965
43,-1.0,4,3,50,966
10,-1.0,24,9,43,967
19,-1.0,6,12,37,968
19,1.0,13,8,40,969
4,1.0,16,6,26,970
25,-1.0,22,1,48,971
27,-1.0,1,35,63,972
51,-1.0,2,9,62,973
49,1.0,1,14,64,974
15,1.0,5,31,51,975
5,-1.0,17,9,31,976
3,-1.0,18,17,38,977
9,-1.0,4,6,19,978
42,1.0,9,2,53,979
54,-1.0,4,0,58,980
43,-1.0,14,3,60,981
19,-1.0,26,14,59,982
11,1.0,16,16,43,983
41,-1.0,2,0,43,984
9,-1.0,17,5,31,985
6,-1.0,0,33,39,986
17,1.0,3,4,24,987
17,1.0,1,3,21,988
16,-1.0,16,4,36,989
31,-1.0,0,1,32,990
9,1.0,14,12,35,991
17,1.0,5,2,24,992
2,-1.0,17,5,24,993
21,-1.0,4,4,29,994
11,-1.0,7,14,32,995
20,1.0,2,19,41,996
13,-1.0,7,0,20,997
27,-1.0,0,5,32,998
9,-1.0,5,16,30,999
0,0.0,15,3,18,1000
30,-1.0,0,4,34,1001
21,1.0,0,12,33,1002
53,1.0,4,5,62,1003
7,-1.0,30,36,73,1004
95,1.0,0,0,95,1005
4,-1.0,24,19,47,1006
39,1.0,15,10,64,1007
53,1.0,4,44,101,1008
23,-1.0,11,27,61,1009
48,-1.0,1,36,85,1010
10,1.0,19,13,42,1011
24,1.0,20,26,70,1012
20,-1.0,2,11,33,1013
86,-1.0,2,1,89,1014
21,1.0,22,3,46,1015
18,-1.0,24,9,51,1016
12,-1.0,25,2,39,1017
10,1.0,3,29,42,1018
26,1.0,3,10,39,1019
24,-1.0,38,0,62,1020
4,1.0,6,15,25,1021
20,1.0,10,3,33,1022
18,-1.0,1,8,27,1023
53,-1.0,6,3,62,1024
16,-1.0,14,0,30,1025
10,1.0,4,5,19,1026
20,1.0,12,1,33,1027
16,1.0,10,1,27,1028
40,-1.0,2,49,91,1029
2,1.0,35,17,54,1030
7,-1.0,5,26,38,1031
24,1.0,1,8,33,1032
39,1.0,0,6,45,1033
35,-1.0,7,0,42,1034
21,-1.0,22,1,44,1035
40,1.0,5,1,46,1036
39,1.0,5,0,44,1037
12,1.0,18,1,31,1038
12,1.0,7,16,35,1039
3,-1.0,15,9,27,1040
30,1.0,0,12,42,1041
24,-1.0,0,15,39,1042
17,-1.0,7,1,25,1043
49,1.0,3,1,53,1044
1,1.0,7,8,16,1045
9,1.0,9,1,19,1046
4,-1.0,12,17,33,1047
16,1.0,9,4,29,1048
14,1.0,9,1,24,1049
40,1.0,11,1,52,1050
7,-1.0,2,15,24,1051
16,-1.0,9,7,32,1052
8,-1.0,0,19,27,1053
27,1.0,0,3,30,1054
10,1.0,6,13,29,1055
7,-1.0,18,0,25,1056
2,1.0,16,9,27,1057
13,-1.0,10,4,27,1058
30,-1.0,5,5,40,1059
11,1.0,1,5,17,1060
23,1.0,0,1,24,1061
13,1.0,9,2,24,1062
2,-1.0,2,11,15,1063
14,1.0,6,2,22,1064
13,-1.0,1,3,17,1065
5,-1.0,0,12,17,1066
18,1.0,1,9,28,1067
11,-1.0,7,1,19,1068
6,-1.0,5,4,15,1069
22,-1.0,2,2,26,1070
6,1.0,3,6,15,1071
20,1.0,1,0,21,1072
9,-1.0,0,12,21,1073
5,1.0,13,7,25,1074
34,-1.0,5,4,43,1075
14,1.0,8,4,26,1076
2,1.0,3,13,18,1077
16,1.0,1,14,31,1078
28,1.0,24,0,52,1079
10,-1.0,16,2,28,1080
20,-1.0,12,12,44,1081
31,-1.0,7,4,42,1082
27,1.0,1,9,37,1083
7,1.0,4,16,27,1084
22,-1.0,7,5,34,1085
8,-1.0,9,27,44,1086
41,1.0,11,8,60,1087
11,-1.0,8,5,24,1088
11,-1.0,3,11,25,1089
31,1.0,2,8,41,1090
5,-1.0,13,10,28,1091
11,-1.0,7,4,22,1092
18,1.0,3,3,24,1093
1,1.0,4,8,13,1094
8,-1.0,1,8,17,1095
19,-1.0,0,17,36,1096
11,1.0,26,6,43,1097
14,-1.0,16,1,31,1098
8,1.0,0,7,15,1099
0,-1.0,16,3,19,1100
6,1.0,6,68,80,1101
8,-1.0,14,15,37,1102
16,1.0,13,0,29,1103
18,1.0,5,11,34,1104
0,-1.0,11,7,18,1105
41,-1.0,6,4,51,1106
2,-1.0,5,12,19,1107
0,0.0,3,11,14,1108
31,1.0,1,1,33,1109
6,-1.0,4,4,14,1110
13,-1.0,3,14,30,1111
1,1.0,9,1,11,1112
17,-1.0,1,4,22,1113
7,-1.0,7,4,18,1114
22,1.0,1,2,25,1115
2,1.0,7,7,16,1116
1,1.0,2,6,9,1117
3,-1.0,4,1,8,1118
3,1.0,2,6,11,1119
6,-1.0,8,12,26,1120
29,-1.0,4,23,56,1121
21,-1.0,0,13,34,1122
16,-1.0,4,19,39,1123
2,1.0,10,0,12,1124
18,1.0,0,2,20,1125
5,-1.0,7,5,17,1126
1,1.0,4,4,9,1127
9,1.0,0,6,15,1128
16,-1.0,1,6,23,1129
8,-1.0,1,1,10,1130
7,1.0,0,7,14,1131
20,1.0,0,0,20,1132
7,-1.0,3,4,14,1133
6,1.0,4,2,12,1134
5,-1.0,0,2,7,1135
2,-1.0,2,8,12,1136
6,1.0,7,1,14,1137
3,-1.0,2,4,9,1138
2,1.0,5,4,11,1139
17,-1.0,3,0,20,1140
23,-1.0,1,1,25,1141
17,1.0,1,7,25,1142
13,1.0,2,6,21,1143
10,-1.0,2,0,12,1144
3,1.0,9,3,15,1145
23,1.0,1,3,27,1146
8,-1.0,0,2,10,1147
4,-1.0,0,16,20,1148
25,-1.0,2,9,36,1149
42,-1.0,1,7,50,1150
29,-1.0,3,13,45,1151
25,-1.0,18,0,43,1152
38,1.0,4,1,43,1153
5,1.0,12,12,29,1154
2,1.0,8,12,22,1155
22,-1.0,4,8,34,1156
34,1.0,0,0,34,1157
28,1.0,13,0,41,1158
41,-1.0,14,6,61,1159
9,1.0,3,15,27,1160
11,1.0,18,0,29,1161
8,-1.0,5,12,25,1162
19,-1.0,0,15,34,1163
13,1.0,2,3,18,1164
15,-1.0,2,19,36,1165
2,1.0,10,3,15,1166
4,1.0,20,9,33,1167
17,1.0,1,12,30,1168
4,-1.0,2,8,14,1169
103,-1.0,22,30,155,1170
25,-1.0,4,15,44,1171
16,1.0,6,20,42,1172
12,-1.0,1,11,24,1173
20,-1.0,10,7,37,1174
9,-1.0,0,10,19,1175
37,1.0,4,3,44,1176
15,-1.0,6,0,21,1177
5,-1.0,8,5,18,1178
55,1.0,1,1,57,1179
12,-1.0,16,4,32,1180
1,1.0,11,5,17,1181
17,-1.0,2,8,27,1182
7,-1.0,12,0,19,1183
11,1.0,2,4,17,1184
8,1.0,8,1,17,1185
21,-1.0,5,11,37,1186
4,-1.0,14,4,22,1187
12,1.0,7,5,24,1188
11,1.0,3,2,16,1189
14,1.0,2,6,22,1190
12,-1.0,5,1,18,1191
9,1.0,7,7,23,1192
8,-1.0,2,14,24,1193
4,1.0,8,0,12,1194
9,-1.0,2,1,12,1195
7,-1.0,0,2,9,1196
14,-1.0,3,3,20,1197
5,-1.0,6,10,21,1198
26,1.0,5,1,32,1199
10,-1.0,0,5,15,1200
18,1.0,1,3,22,1201
35,1.0,5,0,40,1202
14,1.0,4,0,18,1203
15,1.0,8,10,33,1204
5,1.0,1,12,18,1205
3,1.0,19,1,23,1206
8,1.0,7,6,21,1207
8,1.0,9,4,21,1208
17,-1.0,11,0,28,1209
16,-1.0,1,0,17,1210
1,-1.0,3,5,9,1211
16,1.0,2,1,19,1212
26,-1.0,2,2,30,1213
1,-1.0,3,8,12,1214
12,1.0,2,1,15,1215
11,-1.0,1,1,13,1216
4,-1.0,0,5,9,1217
23,-1.0,7,14,44,1218
25,-1.0,0,11,36,1219
3,-1.0,12,4,19,1220
24,-1.0,0,4,28,1221
3,-1.0,2,39,44,1222
2,1.0,11,1,14,1223
25,1.0,14,0,39,1224
2,1.0,4,10,16,1225
27,1.0,5,0,32,1226
13,-1.0,12,2,27,1227
11,-1.0,5,1,17,1228
2,-1.0,11,8,21,1229
6,1.0,11,8,25,1230
3,1.0,4,8,15,1231
6,-1.0,13,1,20,1232
9,1.0,6,0,15,1233
26,-1.0,12,0,38,1234
12,-1.0,13,11,36,1235
10,-1.0,5,8,23,1236
4,1.0,16,7,27,1237
6,1.0,5,2,13,1238
13,-1.0,1,4,18,1239
58,1.0,0,48,106,1240
21,-1.0,19,0,40,1241
20,1.0,2,4,26,1242
24,-1.0,4,1,29,1243
5,-1.0,5,9,19,1244
18,1.0,2,10,30,1245
0,-1.0,13,7,20,1246
16,-1.0,3,1,20,1247
5,1.0,4,1,10,1248
11,-1.0,0,1,12,1249
25,-1.0,5,1,31,1250
23,1.0,3,1,27,1251
3,-1.0,1,5,9,1252
10,1.0,5,3,18,1253
18,1.0,3,2,23,1254
18,1.0,10,1,29,1255
10,-1.0,6,1,17,1256
2,1.0,1,10,13,1257
4,-1.0,4,2,10,1258
8,-1.0,1,2,11,1259
4,1.0,7,1,12,1260
7,-1.0,0,4,11,1261
2,-1.0,2,4,8,1262
1,1.0,3,8,12,1263
8,-1.0,0,7,15,1264
5,-1.0,1,7,13,1265
1,1.0,1,7,9,1266
4,1.0,6,1,11,1267
0,0.0,5,3,8,1268
9,-1.0,0,3,12,1269
10,-1.0,5,2,17,1270
12,1.0,1,5,18,1271
13,-1.0,8,0,21,1272
7,-1.0,6,6,19,1273
12,1.0,1,4,17,1274
2,1.0,5,7,14,1275
2,1.0,6,3,11,1276
4,1.0,1,6,11,1277
9,1.0,5,1,15,1278
11,-1.0,1,3,15,1279
17,1.0,2,0,19,1280
10,1.0,6,1,17,1281
11,-1.0,3,4,18,1282
1,-1.0,4,8,13,1283
4,1.0,7,4,15,1284
8,1.0,1,7,16,1285
16,1.0,6,0,22,1286
18,-1.0,6,3,27,1287
9,1.0,6,8,23,1288
20,1.0,4,4,28,1289
5,-1.0,2,4,11,1290
8,1.0,7,10,25,1291
1,-1.0,25,1,27,1292
7,1.0,11,3,21,1293
5,-1.0,11,7,23,1294
22,1.0,7,6,35,1295
4,1.0,21,3,28,1296
7,-1.0,3,6,16,1297
31,-1.0,6,16,53,1298
8,1.0,14,1,23,1299
21,-1.0,3,0,24,1300
6,1.0,11,0,17,1301
13,-1.0,4,4,21,1302
29,1.0,2,5,36,1303
115,-1.0,0,3,118,1304
20,-1.0,2,13,35,1305
5,-1.0,15,4,24,1306
6,-1.0,3,10,19,1307
11,1.0,10,0,21,1308
15,1.0,4,8,27,1309
218,1.0,23,6,247,1310
34,-1.0,29,10,73,1311
40,1.0,3,4,47,1312
12,1.0,13,2,27,1313
53,-1.0,5,7,65,1314
27,-1.0,6,12,45,1315
12,1.0,4,19,35,1316
13,1.0,1,18,32,1317
12,1.0,4,13,29,1318
38,-1.0,4,6,48,1319
3,-1.0,17,7,27,1320
23,1.0,1,4,28,1321
6,-1.0,13,12,31,1322
26,-1.0,1,0,27,1323
2,-1.0,11,1,14,1324
20,-1.0,1,6,27,1325
14,1.0,11,1,26,1326
12,1.0,4,3,19,1327
28,1.0,0,0,28,1328
8,-1.0,2,12,22,1329
14,1.0,0,11,25,1330
13,1.0,13,1,27,1331
59,1.0,4,2,65,1332
1,-1.0,18,17,36,1333
30,1.0,7,6,43,1334
18,-1.0,4,1,23,1335
9,1.0,8,1,18,1336
15,1.0,12,1,28,1337
2,-1.0,11,3,16,1338
14,1.0,15,4,33,1339
23,-1.0,5,8,36,1340
24,1.0,8,2,34,1341
5,1.0,1,7,13,1342
3,-1.0,24,4,31,1343
28,1.0,8,7,43,1344
22,1.0,7,0,29,1345
12,1.0,8,10,30,1346
19,-1.0,0,3,22,1347
23,-1.0,2,5,30,1348
1,-1.0,3,7,11,1349
18,1.0,1,4,23,1350
3,-1.0,2,9,14,1351
1,1.0,12,7,20,1352
11,1.0,1,7,19,1353
4,1.0,1,23,28,1354
16,-1.0,5,8,29,1355
23,1.0,1,2,26,1356
14,-1.0,0,10,24,1357
2,-1.0,6,14,22,1358
32,1.0,5,0,37,1359
21,1.0,9,13,43,1360
18,1.0,2,13,33,1361
16,-1.0,5,2,23,1362
11,1.0,0,7,18,1363
38,-1.0,16,12,66,1364
33,1.0,1,0,34,1365
25,1.0,0,6,31,1366
14,-1.0,7,2,23,1367
3,1.0,11,2,16,1368
17,-1.0,10,7,34,1369
14,1.0,13,3,30,1370
17,1.0,1,1,19,1371
35,1.0,8,1,44,1372
21,-1.0,9,4,34,1373
5,1.0,18,9,32,1374
12,-1.0,15,3,30,1375
9,-1.0,11,0,20,1376
73,1.0,1,1,75,1377
12,1.0,4,5,21,1378
24,1.0,4,12,40,1379
12,-1.0,26,0,38,1380
6,1.0,4,10,20,1381
24,-1.0,5,27,56,1382
43,-1.0,16,24,83,1383
30,-1.0,0,28,58,1384
1,1.0,20,11,32,1385
8,-1.0,19,2,29,1386
20,-1.0,5,0,25,1387
28,1.0,1,18,47,1388
1,1.0,13,13,27,1389
11,1.0,15,2,28,1390
30,1.0,19,8,57,1391
9,-1.0,18,1,28,1392
6,-1.0,8,11,25,1393
6,1.0,6,6,18,1394
38,1.0,3,6,47,1395
3,1.0,8,5,16,1396
9,1.0,7,9,25,1397
0,0.0,4,9,13,1398
35,-1.0,0,2,37,1399
6,-1.0,3,12,21,1400
6,1.0,5,6,17,1401
11,1.0,10,6,27,1402
2,1.0,12,3,17,1403
17,-1.0,3,6,26,1404
13,-1.0,16,4,33,1405
12,-1.0,3,27,42,1406
20,1.0,11,0,31,1407
3,1.0,4,19,26,1408
4,1.0,10,2,16,1409
1,1.0,4,12,17,1410
9,-1.0,5,2,16,1411
5,-1.0,3,17,25,1412
4,1.0,7,5,16,1413
11,-1.0,3,15,29,1414
18,-1.0,19,6,43,1415
1,1.0,11,4,16,1416
4,1.0,6,10,20,1417
3,1.0,9,13,25,1418
0,0.0,3,8,11,1419
27,-1.0,3,0,30,1420
32,-1.0,0,0,32,1421
1,1.0,3,27,31,1422
12,-1.0,16,1,29,1423
39,1.0,1,4,44,1424
6,1.0,9,3,18,1425
4,1.0,11,21,36,1426
14,-1.0,4,6,24,1427
2,1.0,13,16,31,1428
8,1.0,4,13,25,1429
10,-1.0,14,3,27,1430
10,1.0,1,2,13,1431
29,-1.0,0,1,30,1432
28,-1.0,0,7,35,1433
1,1.0,3,30,34,1434
20,1.0,1,19,40,1435
9,-1.0,11,1,21,1436
14,1.0,14,4,32,1437
22,-1.0,2,0,24,1438
16,1.0,4,11,31,1439
23,-1.0,4,4,31,1440
16,1.0,13,4,33,1441
15,-1.0,7,2,24,1442
16,1.0,0,10,26,1443
77,-1.0,0,7,84,1444
10,1.0,9,9,28,1445
8,-1.0,3,11,22,1446
11,1.0,12,3,26,1447
27,1.0,9,0,36,1448
0,-1.0,26,0,26,1449
4,1.0,1,20,25,1450
4,1.0,3,27,34,1451
11,-1.0,1,5,17,1452
19,-1.0,6,7,32,1453
8,1.0,20,13,41,1454
18,1.0,5,16,39,1455
1,1.0,9,14,24,1456
1,-1.0,7,28,36,1457
8,1.0,2,5,15,1458
4,-1.0,14,2,20,1459
25,-1.0,11,0,36,1460
15,1.0,6,0,21,1461
3,1.0,16,7,26,1462
8,-1.0,6,8,22,1463
1,1.0,0,23,24,1464
12,-1.0,7,2,21,1465
25,1.0,1,0,26,1466
22,-1.0,3,0,25,1467
0,-1.0,8,13,21,1468
6,1.0,3,7,16,1469
29,1.0,3,11,43,1470
89,-1.0,0,36,125,1471
1,-1.0,28,3,32,1472
50,-1.0,0,2,52,1473
10,-1.0,7,30,47,1474
46,1.0,2,0,48,1475
6,1.0,7,13,26,1476
9,-1.0,25,0,34,1477
17,1.0,2,22,41,1478
0,-1.0,1,26,27,1479
9,-1.0,4,5,18,1480
63,1.0,4,2,69,1481
23,1.0,20,4,47,1482
43,1.0,14,1,58,1483
9,1.0,0,20,29,1484
38,-1.0,2,0,40,1485
12,1.0,5,5,22,1486
5,-1.0,13,1,19,1487
10,1.0,3,1,14,1488
15,1.0,5,3,23,1489
24,-1.0,5,4,33,1490
31,-1.0,0,31,62,1491
31,-1.0,12,26,69,1492
23,1.0,7,5,35,1493
14,1.0,0,7,21,1494
12,-1.0,0,19,31,1495
32,-1.0,0,6,38,1496
32,-1.0,15,5,52,1497
0,-1.0,17,4,21,1498
24,-1.0,2,10,36,1499
9,-1.0,0,30,39,1500
2,-1.0,15,14,31,1501
15,1.0,18,1,34,1502
12,-1.0,2,9,23,1503
41,-1.0,13,4,58,1504
17,1.0,12,2,31,1505
82,-1.0,0,4,86,1506
23,1.0,19,4,46,1507
18,1.0,1,14,33,1508
9,1.0,17,2,28,1509
1,1.0,20,1,22,1510
8,-1.0,6,21,35,1511
11,1.0,0,11,22,1512
4,1.0,3,16,23,1513
10,1.0,6,20,36,1514
12,1.0,22,10,44,1515
44,-1.0,0,0,44,1516
59,-1.0,1,6,66,1517
82,-1.0,1,1,84,1518
28,-1.0,7,25,60,1519
39,-1.0,1,8,48,1520
18,-1.0,2,33,53,1521
11,1.0,23,5,39,1522
4,-1.0,23,39,66,1523
31,-1.0,7,13,51,1524
54,1.0,2,0,56,1525
38,-1.0,0,8,46,1526
24,1.0,1,24,49,1527
53,1.0,7,8,68,1528
48,-1.0,2,14,64,1529
31,1.0,3,0,34,1530
14,1.0,3,16,33,1531
11,-1.0,20,22,53,1532
6,-1.0,21,5,32,1533
13,-1.0,3,21,37,1534
24,-1.0,3,7,34,1535
3,1.0,19,3,25,1536
4,-1.0,18,10,32,1537
6,-1.0,5,7,18,1538
25,-1.0,0,5,30,1539
8,-1.0,0,31,39,1540
13,1.0,8,8,29,1541
17,1.0,0,4,21,1542
13,1.0,4,7,24,1543
12,-1.0,14,15,41,1544
10,-1.0,1,9,20,1545
1,-1.0,1,29,31,1546
19,-1.0,0,2,21,1547
18,1.0,18,3,39,1548
27,1.0,2,8,37,1549
7,1.0,1,22,30,1550
22,-1.0,0,1,23,1551
11,1.0,0,25,36,1552
7,1.0,16,10,33,1553
8,-1.0,4,9,21,1554
19,-1.0,0,8,27,1555
4,1.0,1,17,22,1556
8,1.0,9,0,17,1557
9,-1.0,5,6,20,1558
6,-1.0,1,11,18,1559
30,1.0,0,2,32,1560
10,1.0,2,2,14,1561
8,-1.0,16,2,26,1562
34,1.0,8,0,42,1563
17,-1.0,8,0,25,1564
12,1.0,6,5,23,1565
10,-1.0,2,8,20,1566
9,-1.0,12,1,22,1567
6,1.0,1,4,11,1568
63,1.0,7,8,78,1569
23,-1.0,11,4,38,1570
33,1.0,14,2,49,1571
19,-1.0,15,9,43,1572
26,-1.0,11,1,38,1573
29,-1.0,5,6,40,1574
37,1.0,1,18,56,1575
6,-1.0,5,5,16,1576
14,-1.0,3,10,27,1577
5,1.0,3,11,19,1578
2,1.0,16,6,24,1579
5,-1.0,0,8,13,1580
62,1.0,2,5,69,1581
2,1.0,1,27,30,1582
20,-1.0,16,6,42,1583
11,-1.0,14,10,35,1584
5,1.0,21,1,27,1585
29,-1.0,11,1,41,1586
0,0.0,10,6,16,1587
91,-1.0,0,17,108,1588
38,-1.0,1,2,41,1589
15,-1.0,21,17,53,1590
1,1.0,10,20,31,1591
4,1.0,1,12,17,1592
52,1.0,32,3,87,1593
35,1.0,36,0,71,1594
16,1.0,14,13,43,1595
18,-1.0,15,17,50,1596
3,1.0,17,4,24,1597
20,1.0,2,10,32,1598
5,-1.0,9,10,24,1599
41,-1.0,1,0,42,1600
10,-1.0,7,2,19,1601
27,1.0,3,3,33,1602
13,-1.0,14,0,27,1603
25,-1.0,9,3,37,1604
19,-1.0,11,1,31,1605
10,1.0,15,0,25,1606
31,-1.0,6,20,57,1607
17,1.0,0,10,27,1608
32,-1.0,0,10,42,1609
9,1.0,0,27,36,1610
17,1.0,15,7,39,1611
1,1.0,11,13,25,1612
21,1.0,3,8,32,1613
30,1.0,5,4,39,1614
6,-1.0,3,9,18,1615
20,-1.0,5,2,27,1616
9,1.0,5,10,24,1617
12,1.0,8,2,22,1618
4,-1.0,1,6,11,1619
2,-1.0,5,9,16,1620
20,1.0,4,2,26,1621
4,-1.0,2,9,15,1622
16,1.0,3,3,22,1623
2,1.0,2,10,14,1624
4,-1.0,3,4,11,1625
2,1.0,5,21,28,1626
21,1.0,15,3,39,1627
9,1.0,8,6,23,1628
3,-1.0,6,9,18,1629
14,1.0,3,6,23,1630
14,1.0,1,12,27,1631
2,1.0,9,9,20,1632
50,1.0,20,5,75,1633
13,-1.0,32,3,48,1634
19,1.0,6,2,27,1635
3,-1.0,12,2,17,1636
17,-1.0,2,5,24,1637
31,-1.0,1,2,34,1638
14,1.0,12,3,29,1639
15,-1.0,1,11,27,1640
10,1.0,2,11,23,1641
57,-1.0,17,2,76,1642
48,-1.0,5,14,67,1643
23,1.0,14,1,38,1644
9,1.0,0,57,66,1645
11,1.0,1,27,39,1646
5,1.0,3,18,26,1647
8,-1.0,15,3,26,1648
5,1.0,24,4,33,1649
6,-1.0,21,2,29,1650
17,-1.0,0,15,32,1651
38,-1.0,1,16,55,1652
25,-1.0,2,6,33,1653
60,-1.0,3,6,69,1654
24,-1.0,8,28,60,1655
16,1.0,18,19,53,1656
17,-1.0,21,0,38,1657
55,1.0,10,0,65,1658
27,1.0,14,0,41,1659
40,1.0,1,1,42,1660
3,-1.0,6,11,20,1661
3,-1.0,10,2,15,1662
30,1.0,5,7,42,1663
36,-1.0,17,10,63,1664
37,1.0,6,2,45,1665
16,1.0,21,19,56,1666
50,1.0,2,10,62,1667
3,1.0,9,21,33,1668
17,-1.0,4,5,26,1669
20,-1.0,1,4,25,1670
4,-1.0,16,6,26,1671
14,-1.0,7,4,25,1672
1,-1.0,16,4,21,1673
19,1.0,9,6,34,1674
36,1.0,2,4,42,1675
32,1.0,5,13,50,1676
18,1.0,4,27,49,1677
84,1.0,1,2,87,1678
39,-1.0,13,9,61,1679
3,1.0,17,12,32,1680
6,1.0,8,5,19,1681
8,-1.0,1,16,25,1682
7,-1.0,7,17,31,1683
14,-1.0,9,4,27,1684
7,-1.0,15,11,33,1685
44,1.0,1,5,50,1686
3,-1.0,15,15,33,1687
10,-1.0,5,5,20,1688
12,-1.0,10,2,24,1689
11,-1.0,11,3,25,1690
0,-1.0,5,15,20,1691
13,-1.0,2,4,19,1692
15,-1.0,6,5,26,1693
34,1.0,2,0,36,1694
0,1.0,8,16,24,1695
30,1.0,6,0,36,1696
10,-1.0,7,7,24,1697
14,-1.0,9,0,23,1698
1,-1.0,12,9,22,1699
11,1.0,2,0,13,1700
8,1.0,4,3,15,1701
16,-1.0,2,7,25,1702
25,-1.0,6,0,31,1703
14,1.0,9,0,23,1704
5,-1.0,5,11,21,1705
16,-1.0,5,6,27,1706
10,-1.0,6,21,37,1707
4,1.0,2,15,21,1708
4,1.0,14,13,31,1709
24,-1.0,0,17,41,1710
41,1.0,11,2,54,1711
5,1.0,12,11,28,1712
17,-1.0,0,10,27,1713
20,-1.0,2,5,27,1714
5,1.0,8,9,22,1715
5,-1.0,2,10,17,1716
11,-1.0,10,6,27,1717
20,1.0,9,4,33,1718
33,-1.0,3,9,45,1719
5,1.0,19,1,25,1720
17,1.0,0,5,22,1721
26,1.0,1,8,35,1722
66,1.0,2,0,68,1723
32,-1.0,2,8,42,1724
74,-1.0,2,0,76,1725
30,1.0,2,2,34,1726
4,1.0,17,0,21,1727
42,1.0,0,8,50,1728
9,1.0,9,4,22,1729
10,1.0,3,6,19,1730
17,1.0,11,0,28,1731
6,1.0,10,5,21,1732
13,1.0,1,47,61,1733
20,-1.0,11,33,64,1734
13,1.0,5,33,51,1735
13,-1.0,21,2,36,1736
15,-1.0,11,2,28,1737
2,1.0,0,15,17,1738
43,-1.0,0,1,44,1739
21,1.0,1,18,40,1740
6,1.0,7,18,31,1741
18,1.0,0,7,25,1742
24,1.0,0,3,27,1743
3,-1.0,10,4,17,1744
13,-1.0,3,15,31,1745
9,1.0,4,6,19,1746
1,-1.0,1,8,10,1747
12,1.0,4,2,18,1748
30,1.0,1,0,31,1749
6,1.0,12,4,22,1750
6,1.0,2,17,25,1751
20,-1.0,1,5,26,1752
18,1.0,0,12,30,1753
10,1.0,6,12,28,1754
6,1.0,14,12,32,1755
18,-1.0,4,3,25,1756
21,-1.0,11,3,35,1757
17,-1.0,5,2,24,1758
4,1.0,6,7,17,1759
11,1.0,11,0,22,1760
10,-1.0,2,15,27,1761
11,1.0,12,0,23,1762
0,1.0,0,11,11,1763
8,-1.0,2,3,13,1764
1,-1.0,7,5,13,1765
30,1.0,7,1,38,1766
10,-1.0,3,6,19,1767
27,1.0,0,1,28,1768
4,1.0,1,16,21,1769
6,-1.0,2,10,18,1770
6,-1.0,4,14,24,1771
19,-1.0,0,1,20,1772
14,-1.0,7,11,32,1773
13,1.0,8,11,32,1774
7,1.0,5,3,15,1775
7,1.0,7,2,16,1776
12,-1.0,7,1,20,1777
10,-1.0,5,1,16,1778
12,-1.0,2,1,15,1779
41,-1.0,15,14,70,1780
13,-1.0,15,0,28,1781
10,1.0,8,2,20,1782
25,1.0,0,3,28,1783
26,1.0,6,8,40,1784
14,1.0,31,0,45,1785
46,-1.0,17,1,64,1786
7,-1.0,5,15,27,1787
9,1.0,5,11,25,1788
10,1.0,3,5,18,1789
30,-1.0,0,5,35,1790
5,-1.0,9,1,15,1791
44,-1.0,6,23,73,1792
66,-1.0,5,3,74,1793
37,-1.0,5,3,45,1794
2,1.0,11,32,45,1795
64,-1.0,9,9,82,1796
1,1.0,21,40,62,1797
86,-1.0,8,16,110,1798
2,-1.0,15,27,44,1799
50,-1.0,4,1,55,1800
29,1.0,10,5,44,1801
39,-1.0,8,3,50,1802
39,-1.0,3,6,48,1803
21,-1.0,0,43,64,1804
61,1.0,13,5,79,1805
16,1.0,12,10,38,1806
39,-1.0,3,5,47,1807
22,-1.0,8,11,41,1808
16,1.0,10,15,41,1809
19,1.0,12,3,34,1810
8,1.0,20,1,29,1811
11,-1.0,10,7,28,1812
13,1.0,7,2,22,1813
4,1.0,11,5,20,1814
38,-1.0,1,1,40,1815
1,-1.0,3,21,25,1816
6,1.0,1,11,18,1817
10,-1.0,0,7,17,1818
11,1.0,5,1,17,1819
21,-1.0,14,0,35,1820
4,1.0,5,7,16,1821
7,-1.0,3,5,15,1822
3,-1.0,15,2,20,1823
14,1.0,8,2,24,1824
17,1.0,10,2,29,1825
0,-1.0,1,15,16,1826
17,-1.0,2,6,25,1827
24,-1.0,3,2,29,1828
4,-1.0,2,15,21,1829
21,-1.0,1,1,23,1830
10,-1.0,4,20,34,1831
37,1.0,1,1,39,1832
10,1.0,5,1,16,1833
11,-1.0,1,16,28,1834
29,-1.0,1,0,30,1835
8,-1.0,12,9,29,1836
16,1.0,20,2,38,1837
7,1.0,5,0,12,1838
7,-1.0,4,4,15,1839
4,1.0,11,2,17,1840
8,-1.0,4,1,13,1841
19,-1.0,1,0,20,1842
17,1.0,5,3,25,1843
0,1.0,19,5,24,1844
11,-1.0,8,0,19,1845
19,1.0,4,5,28,1846
18,-1.0,1,4,23,1847
29,1.0,3,4,36,1848
34,1.0,5,2,41,1849
11,1.0,21,4,36,1850
1,1.0,4,22,27,1851
0,1.0,12,2,14,1852
58,1.0,10,3,71,1853
23,-1.0,3,1,27,1854
14,-1.0,33,0,47,1855
51,-1.0,3,2,56,1856
3,-1.0,0,22,25,1857
11,-1.0,27,0,38,1858
4,1.0,8,7,19,1859
7,1.0,14,3,24,1860
19,-1.0,21,4,44,1861
28,1.0,4,2,34,1862
4,-1.0,1,13,18,1863
