close,datetime,high,low,open,date,time,ema,day,position
26052.85,2025-10-29 14:10:00,26055.75,26042.95,26043.05,2025-10-29,14:10:00,26063.362905238835,2,60
26081.3,2025-10-29 14:15:00,26082.4,26051.85,26053.15,2025-10-29,14:15:00,26065.071199977996,2,61
26050.35,2025-10-29 14:20:00,26081.9,26047.3,26081.75,2025-10-29,14:20:00,26063.669180932473,2,62
26059.85,2025-10-29 14:25:00,26060.95,26048.9,26051.2,2025-10-29,14:25:00,26063.305449415093,2,63
26055.5,2025-10-29 14:30:00,26065.8,26054.7,26060.65,2025-10-29,14:30:00,26062.56207328032,2,64
26059.5,2025-10-29 14:35:00,26060.3,26047.7,26056.45,2025-10-29,14:35:00,26062.270447253624,2,65
26055.75,2025-10-29 14:40:00,26063.1,26048.5,26059.95,2025-10-29,14:40:00,26061.649452277088,2,66
26022.1,2025-10-29 14:45:00,26057.5,26021.6,26056.95,2025-10-29,14:45:00,26057.88283777451,2,67
26038.65,2025-10-29 14:50:00,26048.65,26015.3,26022.5,2025-10-29,14:50:00,26056.05113893884,2,68
26045.9,2025-10-29 14:55:00,26047.9,26035.1,26039.8,2025-10-29,14:55:00,26055.08436380181,2,69
26040.5,2025-10-29 15:00:00,26046.95,26037.9,26046.95,2025-10-29,15:00:00,26053.695376773063,2,70
26039.3,2025-10-29 15:05:00,26046.9,26038.8,26041.25,2025-10-29,15:05:00,26052.32438850896,2,71
26043.55,2025-10-29 15:10:00,26045.5,26036.95,26039.05,2025-10-29,15:10:00,26051.488732460486,2,72
26054.3,2025-10-29 15:15:00,26055.45,26042.8,26044.8,2025-10-29,15:15:00,26051.756472226152,2,73
26065.95,2025-10-29 15:20:00,26070.7,26050.8,26054.9,2025-10-29,15:20:00,26053.108236776043,2,74
26068.3,2025-10-29 15:25:00,26075.5,26062.6,26067.65,2025-10-29,15:25:00,26054.555071368803,2,75
25984.4,2025-10-30 09:10:00,25984.4,25984.4,25984.4,2025-10-30,09:10:00,26047.873636000346,3,1
25985.15,2025-10-30 09:15:00,26028.3,25965.5,26006.4,2025-10-30,09:15:00,26041.899956381265,3,2
25983.9,2025-10-30 09:20:00,25991.8,25964.2,25982.05,2025-10-30,09:20:00,26036.376151011624,3,3
25978.7,2025-10-30 09:25:00,25993.2,25972.15,25983.25,2025-10-30,09:25:00,26030.883184248614,3,4
25933.45,2025-10-30 09:30:00,25978.85,25933.15,25978.85,2025-10-30,09:30:00,26021.603833367793,3,5
25940.4,2025-10-30 09:35:00,25951.45,25932.15,25933.3,2025-10-30,09:35:00,26013.870134951812,3,6
25921.55,2025-10-30 09:40:00,25941.35,25915.65,25939.6,2025-10-30,09:40:00,26005.077741146877,3,7
25930.0,2025-10-30 09:45:00,25930.3,25911.05,25921.25,2025-10-30,09:45:00,25997.92748008527,3,8
25901.65,2025-10-30 09:50:00,25942.35,25900.25,25930.75,2025-10-30,09:50:00,25988.758196267623,3,9
25905.85,2025-10-30 09:55:00,25912.05,25892.75,25901.4,2025-10-30,09:55:00,25980.86217757547,3,10
25914.6,2025-10-30 10:00:00,25916.85,25900.4,25906.55,2025-10-30,10:00:00,25974.551493996853,3,11
25946.25,2025-10-30 10:05:00,25948.5,25914.15,25914.15,2025-10-30,10:05:00,25971.8561136162,3,12
25959.45,2025-10-30 10:10:00,25959.85,25936.55,25944.9,2025-10-30,10:10:00,25970.674578986083,3,13
25929.65,2025-10-30 10:15:00,25967.4,25928.4,25959.5,2025-10-30,10:15:00,25966.767476225505,3,14
25953.7,2025-10-30 10:20:00,25959.4,25928.35,25929.6,2025-10-30,10:20:00,25965.52295468022,3,15
25938.05,2025-10-30 10:25:00,25955.0,25938.05,25953.6,2025-10-30,10:25:00,25962.906482805913,3,16
25920.7,2025-10-30 10:30:00,25942.0,25920.25,25938.5,2025-10-30,10:30:00,25958.88681777678,3,17
25930.15,2025-10-30 10:35:00,25938.25,25920.15,25920.8,2025-10-30,10:35:00,25956.149977988516,3,18
25917.8,2025-10-30 10:40:00,25931.4,25912.3,25930.75,2025-10-30,10:40:00,25952.497599132465,3,19
25919.5,2025-10-30 10:45:00,25926.7,25913.35,25918.2,2025-10-30,10:45:00,25949.354970643657,3,20
25920.1,2025-10-30 10:50:00,25931.35,25917.65,25919.1,2025-10-30,10:50:00,25946.568782963306,3,21
25916.35,2025-10-30 10:55:00,25932.2,25914.75,25919.75,2025-10-30,10:55:00,25943.690803633468,3,22
25930.75,2025-10-30 11:00:00,25931.4,25911.95,25916.55,2025-10-30,11:00:00,25942.458346144565,3,23
25940.3,2025-10-30 11:05:00,25946.35,25928.6,25930.65,2025-10-30,11:05:00,25942.252789368893,3,24
25956.1,2025-10-30 11:10:00,25957.4,25937.75,25940.35,2025-10-30,11:10:00,25943.57157133376,3,25
25955.05,2025-10-30 11:15:00,25962.9,25947.25,25956.3,2025-10-30,11:15:00,25944.66475501626,3,26
25970.75,2025-10-30 11:20:00,25975.0,25950.1,25954.65,2025-10-30,11:20:00,25947.14906406233,3,27
25954.65,2025-10-30 11:25:00,25973.1,25954.25,25970.9,2025-10-30,11:25:00,25947.86343891354,3,28
25942.45,2025-10-30 11:30:00,25957.5,25940.5,25954.3,2025-10-30,11:30:00,25947.34787330273,3,29
25936.25,2025-10-30 11:35:00,25942.5,25931.45,25942.1,2025-10-30,11:35:00,25946.290932988188,3,30
25931.8,2025-10-30 11:40:00,25938.4,25930.7,25936.8,2025-10-30,11:40:00,25944.91084413217,3,31
25935.6,2025-10-30 11:45:00,25937.7,25928.6,25931.75,2025-10-30,11:45:00,25944.02409707196,3,32
25909.35,2025-10-30 11:50:00,25940.4,25908.35,25935.3,2025-10-30,11:50:00,25940.721802112726,3,33
25906.9,2025-10-30 11:55:00,25912.35,25902.25,25909.7,2025-10-30,11:55:00,25937.50067810199,3,34
25914.9,2025-10-30 12:00:00,25918.7,25904.4,25907.05,2025-10-30,12:00:00,25935.348232568467,3,35
25910.85,2025-10-30 12:05:00,25923.95,25906.05,25915.4,2025-10-30,12:05:00,25933.015067561948,3,36
25912.25,2025-10-30 12:10:00,25917.55,25909.55,25909.85,2025-10-30,12:10:00,25931.037442079858,3,37
25899.6,2025-10-30 12:15:00,25917.9,25898.9,25911.85,2025-10-30,12:15:00,25928.043399977018,3,38
25921.0,2025-10-30 12:20:00,25922.0,25896.9,25899.8,2025-10-30,12:20:00,25927.372599979208,3,39
25919.95,2025-10-30 12:25:00,25927.3,25917.2,25921.3,2025-10-30,12:25:00,25926.665685695472,3,40
25911.4,2025-10-30 12:30:00,25921.25,25902.35,25919.7,2025-10-30,12:30:00,25925.21181086733,3,41
25920.2,2025-10-30 12:35:00,25926.45,25909.0,25911.45,2025-10-30,12:35:00,25924.734495546632,3,42
25920.45,2025-10-30 12:40:00,25924.8,25912.3,25921.2,2025-10-30,12:40:00,25924.326448351712,3,43
25920.5,2025-10-30 12:45:00,25927.6,25918.2,25919.55,2025-10-30,12:45:00,25923.96202469917,3,44
25916.65,2025-10-30 12:50:00,25922.75,25915.2,25920.7,2025-10-30,12:50:00,25923.265641394486,3,45
25906.5,2025-10-30 12:55:00,25918.45,25905.8,25916.85,2025-10-30,12:55:00,25921.66891364263,3,46
25910.75,2025-10-30 13:00:00,25912.05,25901.5,25907.25,2025-10-30,13:00:00,25920.629017105235,3,47
25910.0,2025-10-30 13:05:00,25923.45,25903.3,25911.05,2025-10-30,13:05:00,25919.61672976188,3,48
25923.05,2025-10-30 13:10:00,25925.15,25909.75,25911.5,2025-10-30,13:10:00,25919.943707879796,3,49
25925.8,2025-10-30 13:15:00,25932.15,25914.55,25924.0,2025-10-30,13:15:00,25920.501449986485,3,50
25905.35,2025-10-30 13:20:00,25932.35,25902.1,25926.0,2025-10-30,13:20:00,25919.058454749676,3,51
25896.9,2025-10-30 13:25:00,25912.15,25893.65,25906.2,2025-10-30,13:25:00,25916.948125725896,3,52
25877.6,2025-10-30 13:30:00,25901.2,25872.15,25896.3,2025-10-30,13:30:00,25913.20068518057,3,53
25881.15,2025-10-30 13:35:00,25887.9,25867.15,25878.2,2025-10-30,13:35:00,25910.1482389729,3,54
25880.8,2025-10-30 13:40:00,25885.3,25874.25,25881.85,2025-10-30,13:40:00,25907.353168594527,3,55
25866.35,2025-10-30 13:45:00,25883.2,25864.45,25881.25,2025-10-30,13:45:00,25903.448104918858,3,56
25882.45,2025-10-30 13:50:00,25885.55,25865.65,25866.45,2025-10-30,13:50:00,25901.448285402777,3,57
25889.0,2025-10-30 13:55:00,25893.65,25865.15,25882.7,2025-10-30,13:55:00,25900.262734412034,3,58
25878.35,2025-10-30 14:00:00,25892.4,25870.8,25889.7,2025-10-30,14:00:00,25898.175807325173,3,59
25874.75,2025-10-30 14:05:00,25882.25,25872.6,25878.7,2025-10-30,14:05:00,25895.94477805611,3,60
25889.35,2025-10-30 14:10:00,25889.8,25874.5,25875.5,2025-10-30,14:10:00,25895.316703955526,3,61
25882.95,2025-10-30 14:15:00,25890.3,25872.65,25887.75,2025-10-30,14:15:00,25894.13892262643,3,62
25901.3,2025-10-30 14:20:00,25917.8,25882.45,25884.0,2025-10-30,14:20:00,25894.82092999534,3,63
25895.85,2025-10-30 14:25:00,25904.75,25893.1,25902.0,2025-10-30,14:25:00,25894.918936662452,3,64
25877.15,2025-10-30 14:30:00,25909.9,25872.05,25896.85,2025-10-30,14:30:00,25893.226656980314,3,65
25886.2,2025-10-30 14:35:00,25900.35,25875.8,25876.55,2025-10-30,14:35:00,25892.557451553617,3,66
25904.6,2025-10-30 14:40:00,25909.7,25884.65,25885.55,2025-10-30,14:40:00,25893.704360929463,3,67
25881.15,2025-10-30 14:45:00,25911.75,25875.9,25904.8,2025-10-30,14:45:00,25892.508707507608,3,68
25861.0,2025-10-30 14:50:00,25881.9,25860.95,25881.45,2025-10-30,14:50:00,25889.50787822117,3,69
25862.3,2025-10-30 14:55:00,25868.95,25845.55,25862.05,2025-10-30,14:55:00,25886.916651723917,3,70
25863.55,2025-10-30 15:00:00,25888.85,25862.55,25863.1,2025-10-30,15:00:00,25884.69125632164,3,71
25866.05,2025-10-30 15:05:00,25877.2,25862.4,25865.1,2025-10-30,15:05:00,25882.91589857672,3,72
25873.75,2025-10-30 15:10:00,25881.5,25861.9,25867.2,2025-10-30,15:10:00,25882.04295585513,3,73
25885.35,2025-10-30 15:15:00,25888.1,25873.8,25874.6,2025-10-30,15:15:00,25882.357912440355,3,74
25883.6,2025-10-30 15:20:00,25889.65,25879.95,25887.7,2025-10-30,15:20:00,25882.476206493655,3,75
25891.2,2025-10-30 15:25:00,25893.95,25882.0,25882.4,2025-10-30,15:25:00,25883.30704397045,3,76
25863.8,2025-10-31 09:10:00,25863.8,25863.8,25863.8,2025-10-31,09:10:00,25881.44923025898,4,1
25862.85,2025-10-31 09:15:00,25875.9,25822.2,25869.4,2025-10-31,09:15:00,25879.677874996218,4,2
25894.05,2025-10-31 09:20:00,25895.05,25840.5,25863.65,2025-10-31,09:20:00,25881.0466488061,4,3
25914.9,2025-10-31 09:25:00,25927.15,25891.75,25895.8,2025-10-31,09:25:00,25884.27077749123,4,4
25947.3,2025-10-31 09:30:00,25948.4,25913.8,25914.9,2025-10-31,09:30:00,25890.273560587306,4,5
25941.1,2025-10-31 09:35:00,25953.7,25940.15,25946.35,2025-10-31,09:35:00,25895.114173864706,4,6
25926.65,2025-10-31 09:40:00,25950.15,25921.45,25942.15,2025-10-31,09:40:00,25898.117585877593,4,7
25926.65,2025-10-31 09:45:00,25937.6,25916.3,25926.55,2025-10-31,09:45:00,25900.834958651158,4,8
25923.4,2025-10-31 09:50:00,25929.3,25910.2,25926.6,2025-10-31,09:50:00,25902.98401020819,4,9
25924.55,2025-10-31 09:55:00,25935.05,25918.95,25924.55,2025-10-31,09:55:00,25905.037913997887,4,10
25889.5,2025-10-31 10:00:00,25929.55,25887.75,25926.15,2025-10-31,10:00:00,25903.558112664756,4,11
25873.95,2025-10-31 10:05:00,25892.15,25866.4,25889.55,2025-10-31,10:05:00,25900.73829241097,4,12
25879.0,2025-10-31 10:10:00,25880.95,25865.1,25873.35,2025-10-31,10:10:00,25898.66797884802,4,13
25859.75,2025-10-31 10:15:00,25876.8,25847.9,25876.8,2025-10-31,10:15:00,25894.961504672017,4,14
25831.2,2025-10-31 10:20:00,25859.15,25827.0,25859.15,2025-10-31,10:20:00,25888.88898041754,4,15
25836.55,2025-10-31 10:25:00,25839.85,25823.15,25830.95,2025-10-31,10:25:00,25883.904315615873,4,16
25810.6,2025-10-31 10:30:00,25837.05,25801.3,25836.6,2025-10-31,10:30:00,25876.922952223882,4,17
25797.4,2025-10-31 10:35:00,25810.25,25788.85,25810.05,2025-10-31,10:35:00,25869.34933772637,4,18
25818.75,2025-10-31 10:40:00,25819.6,25791.85,25797.3,2025-10-31,10:40:00,25864.530353181002,4,19
25825.6,2025-10-31 10:45:00,25830.7,25817.2,25818.2,2025-10-31,10:45:00,25860.822700497098,4,20
25805.4,2025-10-31 10:50:00,25825.25,25805.4,25825.25,2025-10-31,10:50:00,25855.544348068805,4,21
25801.15,2025-10-31 10:55:00,25808.8,25797.85,25806.1,2025-10-31,10:55:00,25850.363933967015,4,22
25777.75,2025-10-31 11:00:00,25802.25,25768.5,25801.05,2025-10-31,11:00:00,25843.448321208252,4,23
25781.55,2025-10-31 11:05:00,25786.15,25775.4,25776.9,2025-10-31,11:05:00,25837.553242997943,4,24
25777.2,2025-10-31 11:10:00,25786.0,25763.35,25781.55,2025-10-31,11:10:00,25831.805315093377,4,25
25787.45,2025-10-31 11:15:00,25788.15,25769.55,25776.4,2025-10-31,11:15:00,25827.5809993702,4,26
25791.9,2025-10-31 11:20:00,25794.05,25779.75,25787.65,2025-10-31,11:20:00,25824.182808953992,4,27
25777.7,2025-10-31 11:25:00,25793.25,25774.55,25791.6,2025-10-31,11:25:00,25819.755874767896,4,28
25795.75,2025-10-31 11:30:00,25797.45,25773.7,25778.1,2025-10-31,11:30:00,25817.46960098048,4,29
25793.5,2025-10-31 11:35:00,25801.25,25792.2,25795.65,2025-10-31,11:35:00,25815.186781839482,4,30
25806.25,2025-10-31 11:40:00,25809.55,25787.2,25791.8,2025-10-31,11:40:00,25814.33565975953,4,31
25794.95,2025-10-31 11:45:00,25808.2,25794.1,25805.25,2025-10-31,11:45:00,25812.4894064491,4,32
25817.9,2025-10-31 11:50:00,25818.2,25791.35,25794.85,2025-10-31,11:50:00,25813.004701072994,4,33
25819.8,2025-10-31 11:55:00,25819.8,25809.5,25817.8,2025-10-31,11:55:00,25813.651872399376,4,34
25825.85,2025-10-31 12:00:00,25828.35,25817.35,25818.3,2025-10-31,12:00:00,25814.81359883753,4,35
25822.25,2025-10-31 12:05:00,25826.35,25814.8,25825.45,2025-10-31,12:05:00,25815.521827519668,4,36
25798.15,2025-10-31 12:10:00,25834.75,25796.6,25822.25,2025-10-31,12:10:00,25813.86736775589,4,37
25810.6,2025-10-31 12:15:00,25811.7,25796.85,25797.6,2025-10-31,12:15:00,25813.556189874376,4,38
25790.85,2025-10-31 12:20:00,25811.4,25788.7,25810.0,2025-10-31,12:20:00,25811.393695600626,4,39
25787.15,2025-10-31 12:25:00,25792.6,25781.75,25789.9,2025-10-31,12:25:00,25809.08477221009,4,40
25792.2,2025-10-31 12:30:00,25792.2,25779.9,25786.9,2025-10-31,12:30:00,25807.476698666276,4,41
25799.0,2025-10-31 12:35:00,25799.0,25784.75,25791.9,2025-10-31,12:35:00,25806.669394031393,4,42
25791.45,2025-10-31 12:40:00,25807.95,25788.0,25798.25,2025-10-31,12:40:00,25805.219927933165,4,43
25791.05,2025-10-31 12:45:00,25795.3,25784.55,25790.4,2025-10-31,12:45:00,25803.87041098715,4,44
25791.55,2025-10-31 12:50:00,25798.75,25785.6,25790.4,2025-10-31,12:50:00,25802.697038512182,4,45
25794.85,2025-10-31 12:55:00,25806.1,25790.65,25791.6,2025-10-31,12:55:00,25801.949701511025,4,46
25811.65,2025-10-31 13:00:00,25811.65,25790.25,25793.4,2025-10-31,13:00:00,25802.873539462355,4,47
25813.05,2025-10-31 13:05:00,25816.4,25806.0,25811.85,2025-10-31,13:05:00,25803.842726180228,4,48
25800.65,2025-10-31 13:10:00,25812.0,25798.85,25812.0,2025-10-31,13:10:00,25803.538657020206,4,49
25808.35,2025-10-31 13:15:00,25809.85,25796.85,25799.85,2025-10-31,13:15:00,25803.99688016114,4,50
25792.15,2025-10-31 13:20:00,25809.6,25791.0,25807.7,2025-10-31,13:20:00,25802.86860586008,4,51
25777.7,2025-10-31 13:25:00,25792.35,25773.6,25791.65,2025-10-31,13:25:00,25800.471595778166,4,52
25781.75,2025-10-31 13:30:00,25784.2,25771.0,25776.6,2025-10-31,13:30:00,25798.688586656437,4,53
25762.6,2025-10-31 13:35:00,25782.95,25759.15,25780.85,2025-10-31,13:35:00,25795.25157840344,4,54
25765.35,2025-10-31 13:40:00,25771.75,25759.8,25762.25,2025-10-31,13:40:00,25792.403809031683,4,55
25761.35,2025-10-31 13:45:00,25770.15,25754.15,25764.1,2025-10-31,13:45:00,25789.44630340962,4,56
25769.25,2025-10-31 13:50:00,25769.9,25758.8,25760.15,2025-10-31,13:50:00,25787.522845942036,4,57
25775.35,2025-10-31 13:55:00,25782.15,25766.85,25768.1,2025-10-31,13:55:00,25786.36352728089,4,58
25782.45,2025-10-31 14:00:00,25790.1,25763.65,25774.05,2025-10-31,14:00:00,25785.990810396997,4,59
25774.8,2025-10-31 14:05:00,25782.5,25763.65,25780.55,2025-10-31,14:05:00,25784.92501893062,4,60
25777.4,2025-10-31 14:10:00,25779.5,25767.45,25774.7,2025-10-31,14:10:00,25784.208350461035,4,61
25764.45,2025-10-31 14:15:00,25777.25,25743.0,25777.25,2025-10-31,14:15:00,25782.32660279808,4,62
25760.55,2025-10-31 14:20:00,25764.8,25752.65,25763.75,2025-10-31,14:20:00,25780.25264062683,4,63
25782.1,2025-10-31 14:25:00,25785.0,25757.9,25760.0,2025-10-31,14:25:00,25780.428579614752,4,64
25781.8,2025-10-31 14:30:00,25786.4,25774.2,25781.75,2025-10-31,14:30:00,25780.559191080014,4,65
25774.0,2025-10-31 14:35:00,25781.45,25759.35,25781.1,2025-10-31,14:35:00,25779.934506215253,4,66
25774.25,2025-10-31 14:40:00,25780.75,25768.95,25772.85,2025-10-31,14:40:00,25779.393124670944,4,67
25768.35,2025-10-31 14:45:00,25772.95,25763.55,25772.75,2025-10-31,14:45:00,25778.34139851181,4,68
25742.4,2025-10-31 14:50:00,25770.9,25740.8,25770.9,2025-10-31,14:50:00,25774.918408177353,4,69
25754.8,2025-10-31 14:55:00,25759.15,25742.4,25742.4,2025-10-31,14:55:00,25773.002369303318,4,70
25724.45,2025-10-31 15:00:00,25751.55,25722.05,25750.45,2025-10-31,15:00:00,25768.378334131576,4,71
25718.55,2025-10-31 15:05:00,25727.5,25716.8,25723.8,2025-10-31,15:05:00,25763.632778499996,4,72
25715.75,2025-10-31 15:10:00,25723.1,25713.0,25718.75,2025-10-31,15:10:00,25759.07251388095,4,73
25713.35,2025-10-31 15:15:00,25728.4,25711.4,25715.65,2025-10-31,15:15:00,25754.717988749428,4,74
25728.35,2025-10-31 15:20:00,25730.75,25712.4,25714.75,2025-10-31,15:20:00,25752.206751725673,4,75
25732.55,2025-10-31 15:25:00,25736.25,25722.25,25728.05,2025-10-31,15:25:00,25750.334680132753,4,76
25696.85,2025-11-03 09:10:00,25696.85,25696.85,25696.85,2025-11-03,09:10:00,25745.24090107249,0,1
25687.85,2025-11-03 09:15:00,25737.45,25659.2,25694.1,2025-11-03,09:15:00,25739.77510097035,0,2
25675.05,2025-11-03 09:20:00,25706.5,25664.6,25687.45,2025-11-03,09:20:00,25733.61080563984,0,3
25678.6,2025-11-03 09:25:00,25686.1,25665.45,25675.3,2025-11-03,09:25:00,25728.37168129319,0,4
25666.95,2025-11-03 09:30:00,25677.7,25645.95,25677.7,2025-11-03,09:30:00,25722.521997360505,0,5
25709.7,2025-11-03 09:35:00,25709.7,25662.15,25667.7,2025-11-03,09:35:00,25721.300854754743,0,6
25723.25,2025-11-03 09:40:00,25739.0,25709.3,25709.3,2025-11-03,09:40:00,25721.486487635244,0,7
25751.45,2025-11-03 09:45:00,25753.1,25721.9,25722.5,2025-11-03,09:45:00,25724.340155479505,0,8
25743.6,2025-11-03 09:50:00,25756.2,25738.9,25751.45,2025-11-03,09:50:00,25726.17442638622,0,9
25759.9,2025-11-03 09:55:00,25761.5,25740.6,25741.9,2025-11-03,09:55:00,25729.38638577801,0,10
25724.2,2025-11-03 10:00:00,25761.3,25719.3,25759.45,2025-11-03,10:00:00,25728.89244427534,0,11
25712.8,2025-11-03 10:05:00,25730.05,25708.25,25724.0,2025-11-03,10:05:00,25727.35983053483,0,12
25712.35,2025-11-03 10:10:00,25724.6,25710.65,25713.2,2025-11-03,10:10:00,25725.930322864846,0,13
