date,close,high,low,open,time,ema,day,position,ema_sma_50,or_date
2025-03-17,22494.9,22499.45,22481.7,22484.45,13:25:00,22477.09464879704,0,51,22484.24201245303,2025-03-17
2025-03-17,22490.55,22497.05,22485.25,22497.05,13:30:00,22478.376110816367,0,52,22485.380106505123,2025-03-17
2025-03-17,22486.7,22492.1,22477.65,22490.7,13:35:00,22479.16886216719,0,53,22486.310286837965,2025-03-17
2025-03-17,22493.1,22495.35,22482.6,22487.4,13:40:00,22480.495637198885,0,54,22487.01283094864,2025-03-17
2025-03-17,22479.7,22500.2,22477.35,22493.75,13:45:00,22480.419862227565,0,55,22487.50532323925,2025-03-17
2025-03-17,22486.15,22487.7,22473.8,22478.85,13:50:00,22480.965589634463,0,56,22487.82319721646,2025-03-17
2025-03-17,22510.95,22516.6,22485.45,22486.5,13:55:00,22483.82124776452,0,57,22488.059654624416,2025-03-17
2025-03-17,22504.3,22512.9,22502.4,22510.8,14:00:00,22485.77160512028,0,58,22488.225782755428,2025-03-17
2025-03-17,22525.15,22527.25,22495.2,22504.4,14:05:00,22489.521928442155,0,59,22488.336184397762,2025-03-17
2025-03-17,22520.65,22528.6,22518.75,22525.25,14:10:00,22492.48650668576,0,60,22488.406166836074,2025-03-17
2025-03-17,22526.1,22526.95,22515.0,22520.85,14:15:00,22495.687791763303,0,61,22488.445198565973,2025-03-17
2025-03-17,22510.25,22527.85,22507.5,22525.45,14:20:00,22497.074668738227,0,62,22488.474512988265,2025-03-17
2025-03-17,22503.2,22512.05,22501.7,22510.85,14:25:00,22497.6580336203,0,63,22488.506178417952,2025-03-17
2025-03-17,22512.35,22514.0,22494.15,22503.4,14:30:00,22499.057268513607,0,64,22488.55320904481,2025-03-17
2025-03-17,22502.65,22517.3,22501.7,22512.9,14:35:00,22499.39943341707,0,65,22488.61957008817,2025-03-17
2025-03-17,22489.55,22504.2,22481.75,22503.25,14:40:00,22498.46139213925,0,66,22488.71475388929,2025-03-17
2025-03-17,22500.1,22502.0,22487.6,22489.2,14:45:00,22498.61745003075,0,67,22488.875539233166,2025-03-17
2025-03-17,22515.6,22516.6,22497.1,22500.25,14:50:00,22500.234835742107,0,68,22489.103202163344,2025-03-17
2025-03-17,22511.0,22522.7,22510.2,22516.25,14:55:00,22501.260089480955,0,69,22489.365849576356,2025-03-17
2025-03-17,22509.0,22517.45,22503.85,22510.95,15:00:00,22501.997223816103,0,70,22489.66110199766,2025-03-17
2025-03-17,22516.5,22516.7,22506.2,22509.45,15:05:00,22503.378440595523,0,71,22489.965568474076,2025-03-17
