close,datetime,exchange_code,high,low,open,stock_code,volume
22421.2,2025-04-09 09:17:05,NSE,22421.2,22414.15,22414.15,NIFTY,0
22418.35,2025-04-09 09:17:06,NSE,22418.35,22418.35,22418.35,NIFTY,0
22417.75,2025-04-09 09:17:07,NSE,22418.25,22415.85,22415.85,NIFTY,0
22419.5,2025-04-09 09:17:08,NSE,22419.75,22419.5,22419.75,NIFTY,0
22419.9,2025-04-09 09:17:09,NSE,22420.8,22419.9,22420.8,NIFTY,0
22419.6,2025-04-09 09:17:10,NSE,22419.85,22419.6,22419.85,NIFTY,0
22420.65,2025-04-09 09:17:11,NSE,22420.65,22420.65,22420.65,NIFTY,0
22422.75,2025-04-09 09:17:12,NSE,22423.3,22421,22421,NIFTY,0
22423.45,2025-04-09 09:17:13,NSE,22424.35,22423.45,22424.35,NIFTY,0
22423.95,2025-04-09 09:17:14,NSE,22424,22423.95,22424,NIFTY,0
22429.1,2025-04-09 09:17:15,NSE,22429.1,22426.4,22426.4,NIFTY,0
22430.15,2025-04-09 09:17:16,NSE,22430.35,22430.15,22430.35,NIFTY,0
22429.8,2025-04-09 09:17:17,NSE,22430.25,22429.8,22430.25,NIFTY,0
22428.9,2025-04-09 09:17:18,NSE,22430.45,22428.9,22430.45,NIFTY,0
22428.05,2025-04-09 09:17:19,NSE,22428.05,22426.9,22426.9,NIFTY,0
22422.25,2025-04-09 09:17:20,NSE,22424.2,22422.25,22424.2,NIFTY,0
22420.85,2025-04-09 09:17:21,NSE,22420.85,22420.85,22420.85,NIFTY,0
22421.95,2025-04-09 09:17:22,NSE,22422,22421.35,22422,NIFTY,0
22425.55,2025-04-09 09:17:23,NSE,22425.55,22424.15,22424.15,NIFTY,0
22429.95,2025-04-09 09:17:24,NSE,22429.95,22428.75,22428.75,NIFTY,0
22437.2,2025-04-09 09:17:25,NSE,22437.2,22431.4,22431.4,NIFTY,0
22434.7,2025-04-09 09:17:26,NSE,22434.7,22434.7,22434.7,NIFTY,0
22442.5,2025-04-09 09:17:27,NSE,22442.5,22435.7,22435.7,NIFTY,0
22441.5,2025-04-09 09:17:28,NSE,22441.5,22439.95,22439.95,NIFTY,0
22440.05,2025-04-09 09:17:29,NSE,22440.9,22440.05,22440.9,NIFTY,0
22446.45,2025-04-09 09:17:30,NSE,22446.45,22443.4,22443.4,NIFTY,0
22448.2,2025-04-09 09:17:31,NSE,22448.2,22448.2,22448.2,NIFTY,0
22449.95,2025-04-09 09:17:32,NSE,22449.95,22448.7,22448.7,NIFTY,0
22451.35,2025-04-09 09:17:33,NSE,22451.35,22450.85,22450.85,NIFTY,0
22444.65,2025-04-09 09:17:34,NSE,22451.25,22444.65,22451.25,NIFTY,0
22444.15,2025-04-09 09:17:35,NSE,22445.35,22444.15,22445.35,NIFTY,0
22443.4,2025-04-09 09:17:36,NSE,22443.4,22443.4,22443.4,NIFTY,0
22448.9,2025-04-09 09:17:37,NSE,22448.9,22445.85,22445.85,NIFTY,0
22449.25,2025-04-09 09:17:38,NSE,22449.25,22448.85,22448.85,NIFTY,0
22443.85,2025-04-09 09:17:39,NSE,22447,22443.85,22447,NIFTY,0
22445.45,2025-04-09 09:17:40,NSE,22445.45,22443.35,22443.35,NIFTY,0
22444.65,2025-04-09 09:17:41,NSE,22444.65,22444.65,22444.65,NIFTY,0
22445.35,2025-04-09 09:17:42,NSE,22445.35,22444.55,22445.2,NIFTY,0
22444.15,2025-04-09 09:17:43,NSE,22444.65,22444.15,22444.65,NIFTY,0
22444.85,2025-04-09 09:17:44,NSE,22444.85,22444.1,22444.1,NIFTY,0
22445.7,2025-04-09 09:17:45,NSE,22445.7,22445.25,22445.25,NIFTY,0
22444.55,2025-04-09 09:17:46,NSE,22446.3,22444.55,22446.3,NIFTY,0
22438.5,2025-04-09 09:17:47,NSE,22438.5,22438.45,22438.45,NIFTY,0
22441.85,2025-04-09 09:17:48,NSE,22441.85,22440,22440,NIFTY,0
22441.7,2025-04-09 09:17:49,NSE,22441.7,22440.7,22440.7,NIFTY,0
22445.9,2025-04-09 09:17:50,NSE,22445.9,22443.85,22443.85,NIFTY,0
22445.95,2025-04-09 09:17:51,NSE,22445.95,22445.95,22445.95,NIFTY,0
22444.65,2025-04-09 09:17:52,NSE,22446.45,22443.8,22446.45,NIFTY,0
22449.25,2025-04-09 09:17:53,NSE,22449.25,22447.75,22447.75,NIFTY,0
22450.3,2025-04-09 09:17:54,NSE,22450.3,22449.3,22449.3,NIFTY,0
22453.95,2025-04-09 09:17:55,NSE,22453.95,22451.45,22451.45,NIFTY,0
22454.1,2025-04-09 09:17:56,NSE,22454.35,22454.1,22454.35,NIFTY,0
22453.2,2025-04-09 09:17:57,NSE,22453.2,22451.05,22451.05,NIFTY,0
22454.75,2025-04-09 09:17:58,NSE,22455.35,22454.75,22455.35,NIFTY,0
22448.8,2025-04-09 09:17:59,NSE,22448.8,22448.35,22448.35,NIFTY,0
22451.45,2025-04-09 09:18:00,NSE,22451.45,22450.3,22450.3,NIFTY,0
22450.95,2025-04-09 09:18:01,NSE,22450.95,22450.95,22450.95,NIFTY,0
22452.6,2025-04-09 09:18:02,NSE,22452.6,22451.3,22451.6,NIFTY,0
22452.55,2025-04-09 09:18:03,NSE,22452.55,22452.1,22452.1,NIFTY,0
22455.3,2025-04-09 09:18:04,NSE,22455.3,22454.65,22454.65,NIFTY,0
22455.4,2025-04-09 09:18:05,NSE,22456,22455.4,22456,NIFTY,0
22455.95,2025-04-09 09:18:06,NSE,22455.95,22455.95,22455.95,NIFTY,0
22455.2,2025-04-09 09:18:07,NSE,22456.15,22453.65,22456.15,NIFTY,0
22454.85,2025-04-09 09:18:08,NSE,22454.85,22453.3,22453.3,NIFTY,0
22452.1,2025-04-09 09:18:09,NSE,22452.8,22452.1,22452.8,NIFTY,0
22446.25,2025-04-09 09:18:10,NSE,22446.9,22446.25,22446.9,NIFTY,0
22448.35,2025-04-09 09:18:11,NSE,22448.35,22448.35,22448.35,NIFTY,0
22448.5,2025-04-09 09:18:12,NSE,22448.9,22448.1,22448.9,NIFTY,0
22446.1,2025-04-09 09:18:13,NSE,22450.25,22446.1,22450.25,NIFTY,0
22448.4,2025-04-09 09:18:14,NSE,22448.4,22448.35,22448.35,NIFTY,0
22448.25,2025-04-09 09:18:15,NSE,22449.75,22448.25,22449.75,NIFTY,0
22446.6,2025-04-09 09:18:16,NSE,22448.05,22446.6,22448.05,NIFTY,0
22441.95,2025-04-09 09:18:17,NSE,22441.95,22441.5,22441.5,NIFTY,0
22440.5,2025-04-09 09:18:18,NSE,22442.95,22440.5,22442.95,NIFTY,0
22439.25,2025-04-09 09:18:19,NSE,22440.25,22439.25,22440.25,NIFTY,0
22435.9,2025-04-09 09:18:20,NSE,22440,22435.9,22440,NIFTY,0
22437.8,2025-04-09 09:18:21,NSE,22437.8,22437.8,22437.8,NIFTY,0
22432.15,2025-04-09 09:18:22,NSE,22436.95,22432.15,22436.95,NIFTY,0
22434.55,2025-04-09 09:18:23,NSE,22434.55,22433.85,22433.85,NIFTY,0
22440.35,2025-04-09 09:18:24,NSE,22440.35,22437.15,22437.15,NIFTY,0
22440,2025-04-09 09:18:25,NSE,22442.85,22440,22442.85,NIFTY,0
22441.85,2025-04-09 09:18:26,NSE,22443,22441.85,22443,NIFTY,0
22436.65,2025-04-09 09:18:27,NSE,22437.05,22436.65,22437.05,NIFTY,0
22438.75,2025-04-09 09:18:28,NSE,22438.75,22436.4,22436.4,NIFTY,0
22441,2025-04-09 09:18:29,NSE,22441,22439.85,22439.85,NIFTY,0
22441.55,2025-04-09 09:18:30,NSE,22441.55,22440.45,22440.45,NIFTY,0
22442.2,2025-04-09 09:18:31,NSE,22442.2,22442.2,22442.2,NIFTY,0
22441.2,2025-04-09 09:18:32,NSE,22441.25,22438.8,22438.8,NIFTY,0
22442.4,2025-04-09 09:18:33,NSE,22442.4,22442.15,22442.15,NIFTY,0
22445.75,2025-04-09 09:18:34,NSE,22445.75,22444.45,22444.45,NIFTY,0
22449.4,2025-04-09 09:18:35,NSE,22449.4,22448.15,22448.15,NIFTY,0
22450.3,2025-04-09 09:18:36,NSE,22450.3,22450.3,22450.3,NIFTY,0
22453.55,2025-04-09 09:18:37,NSE,22453.55,22450.4,22450.4,NIFTY,0
22455.15,2025-04-09 09:18:38,NSE,22455.35,22455.15,22455.35,NIFTY,0
22450.75,2025-04-09 09:18:39,NSE,22454.2,22450.75,22454.2,NIFTY,0
22451.4,2025-04-09 09:18:40,NSE,22451.6,22451.4,22451.6,NIFTY,0
22452.7,2025-04-09 09:18:41,NSE,22452.7,22452.7,22452.7,NIFTY,0
22445.95,2025-04-09 09:18:42,NSE,22451.1,22445,22451.1,NIFTY,0
22445.2,2025-04-09 09:18:43,NSE,22445.2,22444.15,22444.15,NIFTY,0
22445,2025-04-09 09:18:44,NSE,22445,22444.9,22444.9,NIFTY,0
22446.1,2025-04-09 09:18:45,NSE,22446.1,22445.35,22445.35,NIFTY,0
22447.9,2025-04-09 09:18:46,NSE,22447.9,22446.9,22446.9,NIFTY,0
22447.65,2025-04-09 09:18:47,NSE,22447.65,22447.5,22447.5,NIFTY,0
22448.9,2025-04-09 09:18:48,NSE,22449.7,22448.9,22449.7,NIFTY,0
22447.8,2025-04-09 09:18:49,NSE,22447.95,22447.8,22447.95,NIFTY,0
22446.15,2025-04-09 09:18:50,NSE,22448.75,22446.15,22448.75,NIFTY,0
22441.35,2025-04-09 09:18:51,NSE,22441.35,22441.35,22441.35,NIFTY,0
22442.5,2025-04-09 09:18:52,NSE,22442.5,22441.85,22442.35,NIFTY,0
22442.2,2025-04-09 09:18:53,NSE,22442.55,22442.2,22442.55,NIFTY,0
22441.15,2025-04-09 09:18:54,NSE,22442.1,22441.15,22442.1,NIFTY,0
22440.8,2025-04-09 09:18:55,NSE,22440.8,22440.7,22440.7,NIFTY,0
22441.25,2025-04-09 09:18:56,NSE,22441.25,22441.25,22441.25,NIFTY,0
22439.9,2025-04-09 09:18:57,NSE,22441.75,22439.9,22440.15,NIFTY,0
22438.5,2025-04-09 09:18:58,NSE,22440.95,22438.5,22440.95,NIFTY,0
22436.7,2025-04-09 09:18:59,NSE,22436.7,22435.65,22435.65,NIFTY,0
22432.2,2025-04-09 09:19:00,NSE,22434.25,22432.2,22434.25,NIFTY,0
22429.8,2025-04-09 09:19:01,NSE,22429.8,22429.8,22429.8,NIFTY,0
22436.05,2025-04-09 09:19:02,NSE,22436.05,22432.75,22432.75,NIFTY,0
22440.6,2025-04-09 09:19:03,NSE,22440.6,22439.65,22439.65,NIFTY,0
22440.9,2025-04-09 09:19:04,NSE,22442.85,22440.9,22442.85,NIFTY,0
22433.25,2025-04-09 09:19:05,NSE,22440.2,22433.25,22440.2,NIFTY,0
22432.3,2025-04-09 09:19:06,NSE,22432.3,22432.3,22432.3,NIFTY,0
22426.25,2025-04-09 09:19:07,NSE,22430.5,22426.25,22430.5,NIFTY,0
22426.75,2025-04-09 09:19:08,NSE,22427.05,22426.75,22427.05,NIFTY,0
22422.3,2025-04-09 09:19:09,NSE,22423,22422.3,22423,NIFTY,0
22427.45,2025-04-09 09:19:10,NSE,22427.45,22425.2,22425.2,NIFTY,0
22429.35,2025-04-09 09:19:11,NSE,22429.35,22428.9,22428.9,NIFTY,0
22429.5,2025-04-09 09:19:12,NSE,22430.1,22429.5,22430.1,NIFTY,0
22424.8,2025-04-09 09:19:13,NSE,22429.9,22424.8,22429.9,NIFTY,0
22426.95,2025-04-09 09:19:14,NSE,22426.95,22426.9,22426.9,NIFTY,0
22428.8,2025-04-09 09:19:15,NSE,22428.8,22428.15,22428.15,NIFTY,0
22421,2025-04-09 09:19:16,NSE,22422.8,22421,22422.8,NIFTY,0
22419,2025-04-09 09:19:17,NSE,22419,22418.8,22418.8,NIFTY,0
22415.45,2025-04-09 09:19:18,NSE,22415.45,22414.8,22414.8,NIFTY,0
22415.5,2025-04-09 09:19:19,NSE,22416.9,22415.5,22416.9,NIFTY,0
22412,2025-04-09 09:19:20,NSE,22412.35,22412,22412.35,NIFTY,0
22415.2,2025-04-09 09:19:21,NSE,22415.2,22415.2,22415.2,NIFTY,0
22421.85,2025-04-09 09:19:22,NSE,22421.85,22416.4,22416.4,NIFTY,0
22422.65,2025-04-09 09:19:23,NSE,22422.65,22421.7,22421.7,NIFTY,0
22422.6,2025-04-09 09:19:24,NSE,22422.6,22421.85,22421.85,NIFTY,0
22423.9,2025-04-09 09:19:25,NSE,22423.9,22423.85,22423.85,NIFTY,0
22423.3,2025-04-09 09:19:26,NSE,22423.3,22423.2,22423.2,NIFTY,0
22422.5,2025-04-09 09:19:27,NSE,22423.15,22422.5,22423.15,NIFTY,0
22425.1,2025-04-09 09:19:28,NSE,22425.1,22422.5,22422.5,NIFTY,0
22418.4,2025-04-09 09:19:29,NSE,22418.4,22416.25,22416.25,NIFTY,0
22417.75,2025-04-09 09:19:30,NSE,22417.75,22416.2,22416.2,NIFTY,0
22423,2025-04-09 09:19:31,NSE,22423,22423,22423,NIFTY,0
22424.6,2025-04-09 09:19:32,NSE,22424.6,22422.9,22423.4,NIFTY,0
22426.1,2025-04-09 09:19:33,NSE,22426.1,22424.75,22424.75,NIFTY,0
22430.6,2025-04-09 09:19:34,NSE,22430.6,22429.95,22429.95,NIFTY,0
22430.1,2025-04-09 09:19:35,NSE,22430.1,22429.5,22429.5,NIFTY,0
22429.75,2025-04-09 09:19:36,NSE,22429.75,22429.75,22429.75,NIFTY,0
22430.55,2025-04-09 09:19:37,NSE,22430.95,22429.8,22429.8,NIFTY,0
22429.35,2025-04-09 09:19:38,NSE,22429.35,22426.2,22426.2,NIFTY,0
22423.65,2025-04-09 09:19:39,NSE,22423.65,22423.55,22423.55,NIFTY,0
22422.85,2025-04-09 09:19:40,NSE,22422.85,22421.25,22421.25,NIFTY,0
22422.45,2025-04-09 09:19:41,NSE,22422.45,22422.45,22422.45,NIFTY,0
22426,2025-04-09 09:19:42,NSE,22426,22425.15,22425.2,NIFTY,0
22420,2025-04-09 09:19:43,NSE,22427,22420,22427,NIFTY,0
22423.3,2025-04-09 09:19:44,NSE,22423.3,22421.25,22421.25,NIFTY,0
22423.2,2025-04-09 09:19:45,NSE,22423.7,22423.2,22423.7,NIFTY,0
22421.3,2025-04-09 09:19:46,NSE,22421.3,22421.3,22421.3,NIFTY,0
22422.9,2025-04-09 09:19:47,NSE,22422.9,22422.1,22422.1,NIFTY,0
22420.1,2025-04-09 09:19:48,NSE,22420.1,22417.05,22417.05,NIFTY,0
22422.45,2025-04-09 09:19:49,NSE,22422.45,22420.9,22420.9,NIFTY,0
22415.85,2025-04-09 09:19:50,NSE,22419.35,22415.85,22419.35,NIFTY,0
22417.3,2025-04-09 09:19:51,NSE,22417.3,22417.3,22417.3,NIFTY,0
22414.9,2025-04-09 09:19:52,NSE,22417.2,22413.35,22417.2,NIFTY,0
22416.9,2025-04-09 09:19:53,NSE,22416.9,22416.05,22416.05,NIFTY,0
22409.45,2025-04-09 09:19:54,NSE,22409.45,22408.35,22408.35,NIFTY,0
22408.8,2025-04-09 09:19:55,NSE,22408.8,22407.35,22407.35,NIFTY,0
22407.1,2025-04-09 09:19:56,NSE,22407.1,22407.1,22407.1,NIFTY,0
22410.55,2025-04-09 09:19:57,NSE,22410.55,22408.45,22408.45,NIFTY,0
22409.25,2025-04-09 09:19:58,NSE,22409.25,22408.35,22408.35,NIFTY,0
22410.55,2025-04-09 09:19:59,NSE,22411.7,22410.55,22411.7,NIFTY,0
22411,2025-04-09 09:20:00,NSE,22412.35,22411,22412.35,NIFTY,0
22408.55,2025-04-09 09:20:01,NSE,22408.55,22408.55,22408.55,NIFTY,0
22412.25,2025-04-09 09:20:02,NSE,22412.25,22408.7,22409.15,NIFTY,0
22406.2,2025-04-09 09:20:03,NSE,22410.15,22406.2,22410.15,NIFTY,0
22403.05,2025-04-09 09:20:04,NSE,22403.8,22403.05,22403.8,NIFTY,0
22400.05,2025-04-09 09:20:05,NSE,22400.05,22399.85,22399.85,NIFTY,0
22399.35,2025-04-09 09:20:06,NSE,22399.35,22399.35,22399.35,NIFTY,0
22405.1,2025-04-09 09:20:07,NSE,22405.1,22402.25,22402.25,NIFTY,0
22405.7,2025-04-09 09:20:08,NSE,22405.7,22405.25,22405.25,NIFTY,0
22408.35,2025-04-09 09:20:09,NSE,22408.9,22408.35,22408.9,NIFTY,0
22407.35,2025-04-09 09:20:10,NSE,22407.35,22406.7,22406.7,NIFTY,0
