close,ema,high,low,open,position,day,dateni,time_slot,hi_lo_diff
19435.45,19426.18815836967,19437.3,19425.6,19426.5,30,2,2023-11-08,10,11.700000000000728
19438.45,19427.355952810653,19440.45,19432.0,19435.5,31,2,2023-11-08,10,8.450000000000728
19436.8,19428.255385876306,19440.65,19433.55,19438.65,32,2,2023-11-08,10,7.100000000002183
19430.75,19428.4929681738,19443.75,19428.5,19436.9,33,2,2023-11-08,10,15.25
19431.5,19428.77935215724,19432.0,19426.8,19430.7,34,2,2023-11-08,10,5.200000000000728
19432.7,19429.152747189884,19437.0,19430.55,19431.3,35,2,2023-11-08,10,6.450000000000728
19437.5,19429.94772364799,19439.95,19431.2,19432.65,36,2,2023-11-08,10,8.75
19439.6,19430.866988062466,19439.75,19432.85,19437.4,37,2,2023-11-08,10,6.900000000001455
19435.65,19431.322513008898,19441.2,19432.45,19438.75,38,2,2023-11-08,10,8.75
19432.7,19431.453702246145,19437.95,19426.25,19436.15,39,2,2023-11-08,10,11.700000000000728
19434.8,19431.77239727032,19437.45,19430.25,19432.55,40,2,2023-11-08,10,7.200000000000728
19431.65,19431.760740387435,19439.9,19430.45,19435.3,41,2,2023-11-08,10,9.450000000000728
19428.9,19431.48828892197,19433.25,19424.65,19431.45,42,2,2023-11-08,10,8.599999999998545
19430.7,19431.41321378654,19434.4,19427.0,19428.55,43,2,2023-11-08,10,7.400000000001455
19432.95,19431.5595743783,19435.75,19428.5,19430.8,44,2,2023-11-08,10,7.25
19432.3,19431.63009110418,19438.55,19431.1,19433.0,45,2,2023-11-08,10,7.450000000000728
19437.5,19432.18913004664,19438.6,19421.1,19432.15,46,2,2023-11-08,10,17.5
19436.9,19432.637784327915,19439.65,19435.55,19437.4,47,2,2023-11-08,10,4.100000000002183
19441.15,19433.44847153478,19442.55,19434.2,19437.0,48,2,2023-11-08,10,8.349999999998545
19448.05,19434.839093293373,19448.15,19439.15,19441.25,49,2,2023-11-08,10,9.0
19452.9,19436.559179646385,19456.7,19446.05,19447.7,50,2,2023-11-08,10,10.650000000001455
19453.25,19438.148781584827,19463.2,19451.4,19451.95,51,2,2023-11-08,10,11.799999999999272
19452.75,19439.539373814845,19456.25,19443.25,19452.9,52,2,2023-11-08,10,13.0
19452.5,19440.77371916581,19456.5,19448.15,19453.2,53,2,2023-11-08,10,8.349999999998545
19458.15,19442.42860305478,19461.65,19451.15,19451.5,54,2,2023-11-08,10,10.5
19454.35,19443.56397419242,19459.1,19450.85,19458.9,55,2,2023-11-08,10,8.25
19453.4,19444.50073855505,19459.55,19450.35,19454.7,56,2,2023-11-08,30,9.200000000000728
19458.45,19445.829239645045,19459.1,19451.05,19452.95,57,2,2023-11-08,30,8.049999999999272
19461.6,19447.33121682171,19461.6,19454.9,19458.25,58,2,2023-11-08,30,6.69999999999709
19462.85,19448.80919617202,19464.3,19457.75,19461.35,59,2,2023-11-08,30,6.549999999999272
19455.7,19449.46546320325,19463.55,19447.25,19463.1,60,2,2023-11-08,30,16.299999999999272
19441.4,19448.697323850567,19457.9,19440.65,19455.1,61,2,2023-11-08,30,17.25
19436.2,19447.507102531465,19448.3,19431.2,19441.0,62,2,2023-11-08,30,17.099999999998545
19433.05,19446.130235623707,19439.8,19428.8,19435.45,63,2,2023-11-08,40,11.0
19430.75,19444.66545127859,19435.4,19428.15,19433.05,64,2,2023-11-08,25,7.25
