,sz,bd,sn,uw,lw,id
25827,44.0,42.0,1.0,0.0,2.0,35827
25828,23.0,0.0,1.0,6.0,16.0,35828
25829,22.0,4.0,-1.0,17.0,1.0,35829
25830,42.0,39.0,1.0,0.0,3.0,35830
25831,19.0,1.0,1.0,3.0,16.0,35831
25832,81.0,5.0,1.0,6.0,69.0,35832
25833,26.0,4.0,1.0,5.0,18.0,35833
25834,27.0,4.0,1.0,14.0,8.0,35834
25835,44.0,37.0,-1.0,3.0,3.0,35835
25836,35.0,17.0,-1.0,1.0,17.0,35836
25837,18.0,4.0,-1.0,14.0,1.0,35837
25838,17.0,5.0,1.0,9.0,4.0,35838
25839,27.0,9.0,-1.0,18.0,0.0,35839
25840,28.0,18.0,-1.0,2.0,7.0,35840
25841,26.0,13.0,-1.0,8.0,5.0,35841
25842,22.0,5.0,-1.0,9.0,8.0,35842
25843,26.0,7.0,1.0,8.0,10.0,35843
25844,47.0,14.0,-1.0,5.0,28.0,35844
25845,20.0,5.0,1.0,0.0,16.0,35845
25846,22.0,6.0,-1.0,2.0,15.0,35846
25847,63.0,26.0,-1.0,22.0,14.0,35847
25848,72.0,69.0,-1.0,0.0,2.0,35848
25849,30.0,13.0,-1.0,11.0,7.0,35849
25850,82.0,43.0,1.0,15.0,23.0,35850
25851,48.0,41.0,1.0,4.0,3.0,35851
25852,39.0,1.0,-1.0,15.0,23.0,35852
25853,50.0,36.0,1.0,14.0,0.0,35853
25854,42.0,26.0,-1.0,0.0,15.0,35854
25855,37.0,26.0,-1.0,8.0,4.0,35855
25856,46.0,25.0,-1.0,3.0,19.0,35856
25857,71.0,60.0,-1.0,1.0,10.0,35857
25858,38.0,29.0,-1.0,7.0,2.0,35858
25859,37.0,19.0,-1.0,15.0,3.0,35859
25860,56.0,16.0,-1.0,20.0,20.0,35860
25861,48.0,34.0,-1.0,5.0,9.0,35861
25862,44.0,26.0,-1.0,10.0,9.0,35862
25863,105.0,79.0,-1.0,6.0,19.0,35863
25864,118.0,90.0,1.0,26.0,2.0,35864
25865,76.0,58.0,-1.0,16.0,2.0,35865
25866,60.0,49.0,1.0,0.0,11.0,35866
25867,42.0,3.0,1.0,33.0,5.0,35867
25868,63.0,45.0,1.0,0.0,18.0,35868
25869,57.0,41.0,-1.0,7.0,9.0,35869
25870,31.0,9.0,-1.0,21.0,2.0,35870
25871,33.0,15.0,1.0,11.0,7.0,35871
25872,33.0,18.0,1.0,1.0,14.0,35872
25873,36.0,15.0,1.0,7.0,13.0,35873
25874,32.0,10.0,1.0,7.0,14.0,35874
25875,33.0,26.0,-1.0,5.0,3.0,35875
25876,46.0,35.0,-1.0,1.0,11.0,35876
25877,32.0,4.0,1.0,27.0,1.0,35877
25878,38.0,29.0,1.0,9.0,0.0,35878
25879,55.0,49.0,1.0,2.0,4.0,35879
25880,46.0,12.0,-1.0,33.0,1.0,35880
25881,28.0,6.0,1.0,10.0,12.0,35881
25882,40.0,18.0,1.0,0.0,22.0,35882
25883,25.0,11.0,1.0,7.0,7.0,35883
25884,31.0,4.0,-1.0,26.0,2.0,35884
25885,54.0,46.0,1.0,0.0,8.0,35885
25886,40.0,2.0,-1.0,23.0,15.0,35886
25887,31.0,2.0,1.0,16.0,13.0,35887
25888,27.0,2.0,1.0,24.0,1.0,35888
25889,51.0,40.0,-1.0,10.0,0.0,35889
25890,38.0,19.0,-1.0,6.0,14.0,35890
25891,40.0,14.0,1.0,21.0,5.0,35891
25892,27.0,6.0,1.0,22.0,0.0,35892
25893,43.0,33.0,1.0,3.0,8.0,35893
25894,24.0,0.0,1.0,18.0,6.0,35894
25895,39.0,17.0,-1.0,7.0,16.0,35895
25896,32.0,1.0,1.0,23.0,8.0,35896
25897,26.0,5.0,-1.0,10.0,11.0,35897
25898,162.0,147.0,1.0,15.0,0.0,35898
25899,54.0,1.0,1.0,42.0,11.0,35899
25900,60.0,18.0,-1.0,1.0,42.0,35900
25901,37.0,12.0,-1.0,17.0,8.0,35901
25902,48.0,43.0,-1.0,4.0,1.0,35902
25903,69.0,62.0,1.0,6.0,1.0,35903
25904,35.0,2.0,-1.0,4.0,29.0,35904
25905,41.0,37.0,-1.0,2.0,3.0,35905
25906,36.0,9.0,-1.0,25.0,2.0,35906
25907,48.0,37.0,-1.0,11.0,0.0,35907
25908,44.0,7.0,-1.0,26.0,11.0,35908
25909,68.0,39.0,-1.0,10.0,19.0,35909
25910,48.0,20.0,-1.0,4.0,24.0,35910
25911,38.0,25.0,1.0,10.0,2.0,35911
25912,49.0,28.0,1.0,19.0,1.0,35912
25913,39.0,23.0,-1.0,9.0,8.0,35913
25914,44.0,18.0,-1.0,4.0,22.0,35914
25915,24.0,10.0,1.0,8.0,7.0,35915
25916,22.0,6.0,-1.0,1.0,16.0,35916
25917,26.0,8.0,1.0,2.0,17.0,35917
25918,37.0,24.0,-1.0,5.0,8.0,35918
25919,28.0,4.0,-1.0,22.0,2.0,35919
25920,41.0,32.0,1.0,2.0,6.0,35920
25921,68.0,60.0,-1.0,2.0,5.0,35921
25922,31.0,4.0,-1.0,15.0,13.0,35922
25923,33.0,16.0,-1.0,2.0,15.0,35923
25924,43.0,8.0,1.0,13.0,22.0,35924
25925,34.0,24.0,1.0,4.0,7.0,35925
25926,51.0,35.0,-1.0,4.0,11.0,35926
25927,64.0,46.0,1.0,18.0,0.0,35927
25928,45.0,1.0,1.0,41.0,3.0,35928
25929,31.0,21.0,-1.0,3.0,7.0,35929
25930,51.0,43.0,-1.0,7.0,1.0,35930
25931,39.0,6.0,1.0,14.0,19.0,35931
25932,47.0,12.0,1.0,36.0,0.0,35932
25933,50.0,13.0,-1.0,15.0,22.0,35933
25934,32.0,7.0,-1.0,8.0,16.0,35934
25935,33.0,22.0,-1.0,1.0,10.0,35935
25936,30.0,19.0,1.0,2.0,9.0,35936
25937,38.0,31.0,1.0,6.0,0.0,35937
25938,55.0,6.0,-1.0,17.0,32.0,35938
25939,44.0,12.0,-1.0,6.0,26.0,35939
25940,33.0,7.0,-1.0,4.0,22.0,35940
25941,40.0,13.0,-1.0,20.0,6.0,35941
25942,23.0,7.0,-1.0,1.0,15.0,35942
25943,26.0,10.0,-1.0,14.0,1.0,35943
25944,38.0,19.0,-1.0,19.0,0.0,35944
25945,20.0,2.0,-1.0,18.0,1.0,35945
25946,32.0,6.0,-1.0,24.0,3.0,35946
25947,58.0,50.0,1.0,6.0,2.0,35947
25948,50.0,18.0,1.0,30.0,3.0,35948
25949,51.0,40.0,1.0,10.0,1.0,35949
25950,36.0,24.0,-1.0,4.0,8.0,35950
25951,35.0,7.0,-1.0,10.0,18.0,35951
25952,21.0,3.0,1.0,3.0,16.0,35952
25953,29.0,3.0,1.0,23.0,4.0,35953
25954,36.0,23.0,-1.0,5.0,8.0,35954
25955,32.0,26.0,-1.0,3.0,4.0,35955
25956,18.0,7.0,1.0,6.0,6.0,35956
25957,20.0,2.0,-1.0,8.0,9.0,35957
25958,22.0,11.0,-1.0,5.0,7.0,35958
25959,32.0,27.0,-1.0,4.0,1.0,35959
25960,30.0,9.0,1.0,0.0,20.0,35960
25961,36.0,8.0,-1.0,25.0,3.0,35961
25962,48.0,13.0,1.0,28.0,8.0,35962
25963,42.0,12.0,-1.0,1.0,29.0,35963
25964,29.0,20.0,-1.0,4.0,5.0,35964
25965,38.0,25.0,-1.0,13.0,0.0,35965
25966,33.0,12.0,1.0,9.0,11.0,35966
25967,95.0,89.0,-1.0,0.0,6.0,35967
25968,42.0,34.0,1.0,6.0,1.0,35968
25969,32.0,9.0,1.0,4.0,19.0,35969
25970,28.0,1.0,1.0,9.0,18.0,35970
25971,91.0,66.0,1.0,22.0,3.0,35971
25972,93.0,76.0,-1.0,2.0,14.0,35972
25973,58.0,38.0,1.0,16.0,4.0,35973
25974,38.0,6.0,-1.0,9.0,23.0,35974
25975,35.0,2.0,1.0,25.0,8.0,35975
25976,62.0,44.0,-1.0,3.0,15.0,35976
25977,70.0,51.0,1.0,16.0,3.0,35977
25978,47.0,38.0,-1.0,2.0,6.0,35978
25979,30.0,8.0,-1.0,1.0,21.0,35979
25980,24.0,12.0,1.0,7.0,6.0,35980
25981,25.0,6.0,-1.0,12.0,6.0,35981
25982,31.0,7.0,-1.0,23.0,1.0,35982
25983,72.0,69.0,1.0,0.0,3.0,35983
25984,30.0,3.0,-1.0,18.0,8.0,35984
25985,39.0,9.0,1.0,27.0,3.0,35985
25986,26.0,6.0,-1.0,19.0,1.0,35986
25987,31.0,8.0,-1.0,3.0,20.0,35987
25988,47.0,35.0,-1.0,6.0,6.0,35988
25989,20.0,1.0,-1.0,16.0,3.0,35989
25990,64.0,43.0,-1.0,4.0,18.0,35990
25991,63.0,33.0,-1.0,1.0,29.0,35991
25992,67.0,37.0,-1.0,6.0,24.0,35992
25993,28.0,6.0,1.0,6.0,16.0,35993
25994,38.0,11.0,1.0,10.0,17.0,35994
25995,67.0,61.0,-1.0,1.0,4.0,35995
25996,54.0,28.0,1.0,4.0,21.0,35996
25997,29.0,20.0,1.0,2.0,8.0,35997
25998,19.0,8.0,1.0,5.0,7.0,35998
25999,40.0,11.0,-1.0,10.0,18.0,35999
26000,23.0,11.0,-1.0,6.0,5.0,36000
26001,41.0,13.0,1.0,28.0,0.0,36001
26002,41.0,29.0,-1.0,7.0,5.0,36002
26003,36.0,3.0,1.0,3.0,30.0,36003
26004,23.0,9.0,-1.0,11.0,4.0,36004
26005,31.0,20.0,-1.0,3.0,8.0,36005
26006,25.0,16.0,1.0,6.0,2.0,36006
26007,57.0,27.0,-1.0,0.0,30.0,36007
26008,35.0,15.0,1.0,20.0,0.0,36008
26009,47.0,27.0,1.0,16.0,4.0,36009
26010,23.0,18.0,1.0,3.0,1.0,36010
26011,20.0,12.0,1.0,5.0,4.0,36011
26012,55.0,45.0,-1.0,1.0,10.0,36012
26013,38.0,26.0,-1.0,10.0,2.0,36013
26014,26.0,2.0,-1.0,14.0,9.0,36014
26015,24.0,3.0,-1.0,20.0,0.0,36015
26016,16.0,9.0,1.0,5.0,3.0,36016
26017,59.0,49.0,-1.0,3.0,6.0,36017
26018,62.0,28.0,1.0,27.0,8.0,36018
26019,37.0,23.0,-1.0,5.0,8.0,36019
26020,32.0,15.0,1.0,12.0,5.0,36020
26021,23.0,6.0,-1.0,11.0,5.0,36021
26022,25.0,5.0,-1.0,9.0,11.0,36022
26023,41.0,15.0,1.0,10.0,16.0,36023
26024,46.0,45.0,1.0,1.0,1.0,36024
26025,28.0,12.0,1.0,5.0,12.0,36025
26026,49.0,39.0,1.0,6.0,4.0,36026
26027,30.0,19.0,-1.0,10.0,0.0,36027
26028,37.0,33.0,1.0,0.0,4.0,36028
26029,41.0,26.0,1.0,7.0,8.0,36029
26030,38.0,10.0,-1.0,1.0,27.0,36030
26031,17.0,5.0,1.0,9.0,2.0,36031
26032,17.0,4.0,1.0,12.0,0.0,36032
26033,27.0,14.0,1.0,1.0,12.0,36033
26034,16.0,6.0,-1.0,5.0,4.0,36034
26035,67.0,52.0,-1.0,8.0,7.0,36035
26036,53.0,13.0,-1.0,5.0,36.0,36036
26037,42.0,5.0,1.0,18.0,19.0,36037
26038,25.0,2.0,-1.0,18.0,5.0,36038
26039,28.0,12.0,-1.0,7.0,9.0,36039
26040,47.0,31.0,1.0,14.0,2.0,36040
26041,22.0,5.0,1.0,13.0,5.0,36041
26042,28.0,9.0,-1.0,9.0,11.0,36042
26043,43.0,37.0,-1.0,5.0,2.0,36043
26044,17.0,6.0,-1.0,1.0,11.0,36044
26045,36.0,26.0,-1.0,2.0,7.0,36045
26046,38.0,16.0,-1.0,3.0,19.0,36046
26047,38.0,24.0,-1.0,10.0,4.0,36047
26048,48.0,43.0,-1.0,2.0,3.0,36048
26049,21.0,0.0,-1.0,10.0,11.0,36049
26050,29.0,9.0,-1.0,17.0,2.0,36050
26051,39.0,31.0,1.0,3.0,5.0,36051
26052,25.0,2.0,-1.0,5.0,18.0,36052
26053,44.0,23.0,-1.0,6.0,15.0,36053
26054,22.0,13.0,-1.0,6.0,4.0,36054
26055,30.0,22.0,-1.0,1.0,6.0,36055
26056,36.0,22.0,1.0,15.0,0.0,36056
26057,23.0,8.0,1.0,11.0,5.0,36057
26058,60.0,35.0,-1.0,10.0,16.0,36058
26059,36.0,12.0,-1.0,6.0,18.0,36059
26060,58.0,42.0,-1.0,15.0,0.0,36060
26061,24.0,11.0,-1.0,2.0,10.0,36061
26062,21.0,16.0,-1.0,0.0,6.0,36062
26063,19.0,15.0,-1.0,1.0,2.0,36063
26064,24.0,15.0,1.0,2.0,8.0,36064
26065,30.0,14.0,1.0,2.0,14.0,36065
26066,33.0,10.0,1.0,2.0,21.0,36066
26067,56.0,51.0,1.0,2.0,3.0,36067
26068,23.0,6.0,1.0,4.0,12.0,36068
26069,50.0,15.0,-1.0,9.0,27.0,36069
26070,59.0,39.0,-1.0,0.0,20.0,36070
26071,44.0,20.0,1.0,0.0,24.0,36071
26072,30.0,11.0,-1.0,13.0,6.0,36072
26073,50.0,41.0,-1.0,4.0,5.0,36073
26074,37.0,14.0,-1.0,1.0,22.0,36074
26075,30.0,16.0,1.0,1.0,14.0,36075
26076,75.0,69.0,1.0,6.0,0.0,36076
26077,31.0,20.0,1.0,1.0,9.0,36077
26078,28.0,23.0,1.0,4.0,2.0,36078
26079,26.0,8.0,-1.0,4.0,14.0,36079
26080,27.0,6.0,-1.0,11.0,10.0,36080
26081,33.0,17.0,1.0,13.0,3.0,36081
26082,28.0,2.0,1.0,6.0,20.0,36082
26083,32.0,15.0,1.0,0.0,17.0,36083
26084,37.0,19.0,-1.0,8.0,11.0,36084
26085,32.0,20.0,1.0,12.0,0.0,36085
26086,21.0,1.0,-1.0,8.0,13.0,36086
26087,26.0,3.0,1.0,15.0,8.0,36087
26088,26.0,5.0,-1.0,11.0,10.0,36088
26089,31.0,2.0,-1.0,26.0,4.0,36089
26090,25.0,9.0,-1.0,6.0,11.0,36090
26091,35.0,13.0,-1.0,6.0,15.0,36091
26092,28.0,10.0,-1.0,3.0,14.0,36092
26093,17.0,3.0,1.0,1.0,14.0,36093
26094,37.0,22.0,-1.0,9.0,6.0,36094
26095,29.0,19.0,1.0,0.0,11.0,36095
26096,52.0,19.0,1.0,8.0,26.0,36096
26097,19.0,8.0,-1.0,8.0,2.0,36097
26098,23.0,5.0,1.0,8.0,11.0,36098
26099,20.0,10.0,1.0,2.0,7.0,36099
26100,19.0,1.0,1.0,4.0,13.0,36100
26101,28.0,18.0,1.0,0.0,10.0,36101
26102,40.0,33.0,-1.0,2.0,5.0,36102
26103,19.0,1.0,1.0,12.0,5.0,36103
26104,24.0,4.0,1.0,4.0,17.0,36104
26105,24.0,19.0,-1.0,3.0,3.0,36105
26106,56.0,40.0,-1.0,4.0,11.0,36106
26107,41.0,29.0,1.0,1.0,11.0,36107
26108,26.0,4.0,1.0,13.0,9.0,36108
26109,40.0,28.0,1.0,6.0,6.0,36109
26110,20.0,6.0,1.0,13.0,2.0,36110
26111,15.0,0.0,1.0,8.0,6.0,36111
26112,34.0,5.0,1.0,1.0,29.0,36112
26113,25.0,5.0,-1.0,6.0,14.0,36113
26114,41.0,27.0,-1.0,1.0,12.0,36114
26115,32.0,22.0,1.0,0.0,11.0,36115
26116,19.0,1.0,-1.0,14.0,4.0,36116
26117,35.0,21.0,1.0,9.0,4.0,36117
26118,19.0,2.0,-1.0,17.0,0.0,36118
26119,48.0,11.0,-1.0,5.0,33.0,36119
26120,19.0,6.0,-1.0,3.0,11.0,36120
26121,25.0,5.0,-1.0,7.0,13.0,36121
26122,43.0,27.0,1.0,15.0,0.0,36122
26123,29.0,11.0,1.0,16.0,2.0,36123
26124,20.0,4.0,-1.0,15.0,0.0,36124
26125,20.0,2.0,1.0,18.0,1.0,36125
26126,23.0,18.0,-1.0,1.0,5.0,36126
26127,42.0,12.0,1.0,6.0,23.0,36127
26128,44.0,42.0,-1.0,1.0,1.0,36128
26129,26.0,10.0,1.0,10.0,5.0,36129
26130,20.0,4.0,-1.0,12.0,3.0,36130
26131,38.0,32.0,1.0,3.0,3.0,36131
26132,16.0,2.0,1.0,3.0,10.0,36132
26133,12.0,1.0,1.0,7.0,5.0,36133
26134,43.0,28.0,-1.0,3.0,11.0,36134
26135,26.0,3.0,-1.0,13.0,10.0,36135
26136,24.0,2.0,1.0,19.0,3.0,36136
26137,21.0,9.0,1.0,10.0,1.0,36137
26138,21.0,0.0,-1.0,20.0,1.0,36138
26139,19.0,1.0,-1.0,7.0,10.0,36139
26140,34.0,6.0,1.0,18.0,10.0,36140
26141,27.0,18.0,-1.0,7.0,3.0,36141
26142,37.0,14.0,1.0,14.0,8.0,36142
26143,19.0,1.0,-1.0,17.0,1.0,36143
26144,140.0,127.0,-1.0,9.0,4.0,36144
26145,42.0,15.0,1.0,9.0,18.0,36145
26146,57.0,43.0,1.0,14.0,0.0,36146
26147,29.0,0.0,-1.0,12.0,16.0,36147
26148,74.0,61.0,-1.0,3.0,10.0,36148
26149,30.0,1.0,1.0,20.0,9.0,36149
26150,33.0,2.0,-1.0,8.0,23.0,36150
26151,106.0,89.0,1.0,6.0,11.0,36151
26152,73.0,54.0,1.0,14.0,5.0,36152
26153,31.0,6.0,1.0,10.0,15.0,36153
26154,55.0,27.0,-1.0,11.0,17.0,36154
26155,28.0,5.0,1.0,11.0,12.0,36155
26156,50.0,46.0,-1.0,4.0,1.0,36156
26157,29.0,4.0,-1.0,17.0,8.0,36157
26158,37.0,6.0,-1.0,12.0,19.0,36158
26159,28.0,14.0,-1.0,3.0,12.0,36159
26160,17.0,0.0,0.0,6.0,12.0,36160
26161,29.0,3.0,-1.0,3.0,23.0,36161
26162,38.0,2.0,1.0,17.0,20.0,36162
26163,24.0,0.0,1.0,14.0,10.0,36163
26164,26.0,4.0,1.0,18.0,3.0,36164
26165,27.0,8.0,1.0,3.0,15.0,36165
26166,28.0,12.0,-1.0,5.0,11.0,36166
26167,59.0,39.0,-1.0,6.0,14.0,36167
26168,27.0,7.0,-1.0,7.0,12.0,36168
26169,41.0,7.0,-1.0,21.0,13.0,36169
26170,35.0,12.0,1.0,8.0,15.0,36170
26171,21.0,10.0,-1.0,7.0,5.0,36171
26172,36.0,21.0,-1.0,7.0,8.0,36172
26173,23.0,2.0,1.0,16.0,6.0,36173
26174,29.0,0.0,1.0,16.0,13.0,36174
26175,19.0,3.0,1.0,6.0,11.0,36175
26176,18.0,3.0,-1.0,12.0,2.0,36176
26177,23.0,0.0,-1.0,12.0,11.0,36177
26178,24.0,13.0,-1.0,3.0,8.0,36178
26179,20.0,0.0,0.0,19.0,1.0,36179
26180,25.0,2.0,1.0,4.0,19.0,36180
26181,32.0,11.0,1.0,0.0,22.0,36181
26182,43.0,2.0,-1.0,41.0,1.0,36182
26183,27.0,12.0,1.0,11.0,4.0,36183
26184,64.0,37.0,1.0,19.0,8.0,36184
26185,104.0,63.0,-1.0,2.0,39.0,36185
26186,57.0,43.0,-1.0,0.0,14.0,36186
26187,49.0,27.0,-1.0,0.0,21.0,36187
26188,34.0,4.0,1.0,17.0,13.0,36188
26189,44.0,20.0,-1.0,6.0,18.0,36189
26190,69.0,56.0,-1.0,0.0,12.0,36190
26191,53.0,4.0,1.0,12.0,37.0,36191
26192,40.0,13.0,-1.0,0.0,26.0,36192
26193,46.0,27.0,1.0,0.0,19.0,36193
26194,42.0,14.0,1.0,1.0,27.0,36194
26195,34.0,15.0,-1.0,0.0,19.0,36195
26196,26.0,16.0,-1.0,4.0,7.0,36196
26197,30.0,20.0,-1.0,8.0,2.0,36197
26198,27.0,12.0,-1.0,12.0,3.0,36198
26199,30.0,10.0,-1.0,2.0,18.0,36199
26200,15.0,2.0,1.0,2.0,12.0,36200
26201,33.0,19.0,1.0,3.0,12.0,36201
26202,17.0,0.0,1.0,9.0,7.0,36202
26203,46.0,19.0,-1.0,10.0,17.0,36203
26204,19.0,3.0,1.0,5.0,12.0,36204
26205,49.0,20.0,-1.0,1.0,28.0,36205
26206,41.0,14.0,1.0,7.0,20.0,36206
26207,70.0,59.0,-1.0,10.0,1.0,36207
26208,51.0,50.0,1.0,0.0,2.0,36208
26209,38.0,34.0,1.0,5.0,0.0,36209
26210,21.0,7.0,-1.0,2.0,11.0,36210
26211,22.0,18.0,-1.0,1.0,4.0,36211
26212,21.0,6.0,-1.0,7.0,9.0,36212
26213,24.0,5.0,-1.0,4.0,14.0,36213
26214,25.0,1.0,-1.0,15.0,8.0,36214
26215,14.0,2.0,1.0,13.0,0.0,36215
26216,44.0,29.0,-1.0,8.0,7.0,36216
26217,43.0,25.0,-1.0,14.0,4.0,36217
26218,23.0,8.0,-1.0,5.0,9.0,36218
26219,24.0,1.0,1.0,0.0,22.0,36219
26220,21.0,12.0,1.0,7.0,3.0,36220
26221,19.0,0.0,-1.0,17.0,2.0,36221
26222,23.0,19.0,1.0,1.0,2.0,36222
26223,28.0,19.0,-1.0,6.0,4.0,36223
26224,30.0,17.0,-1.0,1.0,12.0,36224
26225,18.0,4.0,1.0,7.0,8.0,36225
26226,41.0,16.0,-1.0,0.0,25.0,36226
26227,26.0,9.0,-1.0,0.0,17.0,36227
26228,35.0,22.0,-1.0,12.0,1.0,36228
26229,24.0,6.0,1.0,1.0,18.0,36229
26230,36.0,28.0,1.0,2.0,6.0,36230
26231,23.0,10.0,-1.0,5.0,8.0,36231
26232,34.0,4.0,-1.0,11.0,19.0,36232
26233,44.0,21.0,-1.0,2.0,21.0,36233
26234,19.0,14.0,1.0,6.0,0.0,36234
26235,20.0,8.0,-1.0,9.0,2.0,36235
26236,26.0,17.0,-1.0,2.0,8.0,36236
26237,47.0,40.0,-1.0,5.0,2.0,36237
26238,32.0,11.0,1.0,8.0,13.0,36238
26239,22.0,8.0,-1.0,13.0,1.0,36239
26240,23.0,3.0,-1.0,17.0,3.0,36240
26241,22.0,4.0,1.0,3.0,16.0,36241
26242,21.0,10.0,-1.0,2.0,8.0,36242
26243,41.0,38.0,1.0,0.0,2.0,36243
26244,46.0,27.0,1.0,13.0,6.0,36244
26245,28.0,13.0,1.0,15.0,1.0,36245
26246,51.0,26.0,-1.0,14.0,12.0,36246
26247,39.0,3.0,-1.0,27.0,10.0,36247
26248,44.0,32.0,1.0,0.0,12.0,36248
26249,26.0,5.0,-1.0,10.0,10.0,36249
26250,33.0,11.0,-1.0,0.0,21.0,36250
26251,21.0,8.0,-1.0,8.0,4.0,36251
26252,36.0,2.0,-1.0,30.0,4.0,36252
26253,31.0,24.0,1.0,1.0,6.0,36253
26254,33.0,28.0,1.0,2.0,3.0,36254
26255,40.0,14.0,-1.0,26.0,0.0,36255
26256,59.0,35.0,-1.0,5.0,19.0,36256
26257,32.0,21.0,1.0,3.0,8.0,36257
26258,41.0,28.0,1.0,9.0,4.0,36258
26259,32.0,22.0,-1.0,9.0,1.0,36259
26260,25.0,9.0,1.0,3.0,12.0,36260
26261,40.0,22.0,-1.0,2.0,16.0,36261
26262,23.0,1.0,1.0,5.0,18.0,36262
26263,33.0,17.0,-1.0,11.0,5.0,36263
26264,33.0,16.0,1.0,12.0,4.0,36264
26265,125.0,123.0,1.0,0.0,2.0,36265
26266,71.0,70.0,1.0,0.0,0.0,36266
26267,29.0,1.0,-1.0,24.0,5.0,36267
26268,31.0,16.0,1.0,14.0,1.0,36268
26269,47.0,28.0,1.0,15.0,4.0,36269
26270,21.0,4.0,1.0,12.0,4.0,36270
26271,59.0,53.0,1.0,3.0,2.0,36271
26272,66.0,65.0,1.0,1.0,0.0,36272
26273,36.0,3.0,1.0,17.0,16.0,36273
26274,19.0,0.0,-1.0,3.0,15.0,36274
26275,55.0,51.0,-1.0,1.0,3.0,36275
26276,52.0,33.0,-1.0,14.0,5.0,36276
26277,76.0,68.0,-1.0,2.0,5.0,36277
26278,47.0,22.0,1.0,3.0,22.0,36278
26279,55.0,4.0,-1.0,34.0,17.0,36279
26280,26.0,10.0,1.0,15.0,1.0,36280
26281,19.0,7.0,1.0,11.0,0.0,36281
26282,18.0,5.0,-1.0,3.0,11.0,36282
26283,19.0,1.0,1.0,16.0,3.0,36283
26284,21.0,5.0,1.0,1.0,14.0,36284
26285,36.0,13.0,-1.0,0.0,23.0,36285
26286,22.0,9.0,1.0,6.0,6.0,36286
26287,46.0,42.0,-1.0,0.0,4.0,36287
26288,21.0,2.0,-1.0,8.0,11.0,36288
26289,24.0,9.0,-1.0,3.0,13.0,36289
26290,38.0,34.0,1.0,3.0,1.0,36290
26291,29.0,8.0,-1.0,11.0,11.0,36291
26292,14.0,0.0,0.0,9.0,5.0,36292
26293,29.0,15.0,1.0,6.0,8.0,36293
26294,32.0,27.0,-1.0,4.0,2.0,36294
26295,21.0,3.0,-1.0,7.0,10.0,36295
26296,50.0,42.0,-1.0,0.0,7.0,36296
26297,49.0,23.0,1.0,3.0,23.0,36297
26298,34.0,15.0,1.0,18.0,1.0,36298
26299,24.0,6.0,-1.0,7.0,10.0,36299
26300,39.0,37.0,1.0,2.0,1.0,36300
26301,23.0,3.0,1.0,5.0,15.0,36301
26302,33.0,23.0,-1.0,2.0,8.0,36302
26303,72.0,63.0,1.0,9.0,0.0,36303
26304,57.0,5.0,-1.0,33.0,19.0,36304
26305,36.0,32.0,1.0,3.0,1.0,36305
26306,35.0,23.0,-1.0,6.0,6.0,36306
26307,51.0,42.0,-1.0,3.0,5.0,36307
26308,27.0,13.0,-1.0,14.0,1.0,36308
26309,27.0,4.0,1.0,22.0,1.0,36309
26310,20.0,3.0,1.0,14.0,3.0,36310
26311,48.0,27.0,-1.0,3.0,18.0,36311
26312,28.0,6.0,-1.0,19.0,3.0,36312
26313,22.0,4.0,-1.0,8.0,10.0,36313
26314,55.0,29.0,-1.0,23.0,2.0,36314
26315,49.0,40.0,1.0,7.0,2.0,36315
26316,27.0,15.0,1.0,2.0,9.0,36316
26317,29.0,6.0,-1.0,17.0,7.0,36317
26318,22.0,12.0,1.0,9.0,0.0,36318
26319,29.0,13.0,-1.0,15.0,0.0,36319
26320,37.0,32.0,1.0,1.0,4.0,36320
26321,20.0,0.0,1.0,7.0,12.0,36321
26322,22.0,12.0,1.0,2.0,9.0,36322
26323,34.0,25.0,1.0,7.0,2.0,36323
26324,23.0,11.0,-1.0,10.0,1.0,36324
26325,29.0,10.0,-1.0,4.0,15.0,36325
26326,24.0,7.0,1.0,4.0,14.0,36326
26327,47.0,33.0,-1.0,13.0,2.0,36327
26328,51.0,1.0,-1.0,11.0,39.0,36328
26329,35.0,3.0,-1.0,16.0,16.0,36329
26330,35.0,16.0,-1.0,12.0,7.0,36330
26331,49.0,20.0,-1.0,2.0,26.0,36331
26332,35.0,7.0,1.0,23.0,5.0,36332
26333,47.0,27.0,1.0,13.0,7.0,36333
26334,66.0,51.0,1.0,15.0,0.0,36334
26335,62.0,47.0,1.0,14.0,1.0,36335
26336,45.0,8.0,-1.0,22.0,14.0,36336
26337,38.0,18.0,-1.0,18.0,3.0,36337
26338,36.0,6.0,-1.0,24.0,6.0,36338
26339,36.0,21.0,1.0,15.0,1.0,36339
26340,17.0,0.0,1.0,13.0,4.0,36340
26341,84.0,75.0,1.0,5.0,4.0,36341
26342,32.0,17.0,1.0,8.0,6.0,36342
26343,39.0,16.0,-1.0,14.0,10.0,36343
26344,24.0,5.0,1.0,14.0,5.0,36344
26345,21.0,2.0,1.0,13.0,7.0,36345
26346,40.0,24.0,-1.0,5.0,11.0,36346
26347,27.0,10.0,1.0,4.0,13.0,36347
26348,64.0,50.0,1.0,14.0,0.0,36348
26349,29.0,8.0,1.0,9.0,11.0,36349
26350,32.0,16.0,-1.0,13.0,3.0,36350
26351,21.0,0.0,1.0,12.0,9.0,36351
26352,27.0,5.0,-1.0,19.0,3.0,36352
