,sz,bd,sn,uw,lw,id
7818,40.0,24.0,1.0,2.0,14.0,17818
7819,25.0,6.0,-1.0,8.0,11.0,17819
7820,21.0,11.0,-1.0,7.0,3.0,17820
7821,21.0,7.0,-1.0,13.0,0.0,17821
7822,11.0,1.0,1.0,5.0,6.0,17822
7823,15.0,1.0,-1.0,8.0,6.0,17823
7824,24.0,9.0,1.0,7.0,7.0,17824
7825,20.0,7.0,-1.0,9.0,4.0,17825
7826,31.0,26.0,1.0,1.0,4.0,17826
7827,20.0,13.0,1.0,4.0,3.0,17827
7828,23.0,8.0,-1.0,0.0,14.0,17828
7829,24.0,14.0,-1.0,9.0,1.0,17829
7830,16.0,2.0,-1.0,11.0,4.0,17830
7831,17.0,7.0,1.0,7.0,3.0,17831
7832,40.0,35.0,-1.0,0.0,4.0,17832
7833,92.0,68.0,-1.0,15.0,9.0,17833
7834,26.0,1.0,1.0,8.0,17.0,17834
7835,35.0,32.0,-1.0,0.0,2.0,17835
7836,30.0,18.0,-1.0,4.0,8.0,17836
7837,34.0,18.0,1.0,7.0,9.0,17837
7838,69.0,43.0,-1.0,0.0,26.0,17838
7839,36.0,1.0,-1.0,25.0,9.0,17839
7840,21.0,4.0,-1.0,16.0,1.0,17840
7841,45.0,38.0,-1.0,0.0,7.0,17841
7842,25.0,8.0,-1.0,5.0,12.0,17842
7843,42.0,20.0,1.0,12.0,10.0,17843
7844,47.0,32.0,1.0,12.0,3.0,17844
7845,24.0,3.0,-1.0,19.0,2.0,17845
7846,35.0,31.0,1.0,4.0,0.0,17846
7847,34.0,25.0,-1.0,3.0,6.0,17847
7848,20.0,2.0,-1.0,14.0,5.0,17848
7849,15.0,8.0,1.0,4.0,3.0,17849
7850,15.0,1.0,1.0,4.0,9.0,17850
7851,21.0,13.0,1.0,0.0,8.0,17851
7852,18.0,12.0,1.0,1.0,5.0,17852
7853,13.0,2.0,-1.0,9.0,3.0,17853
7854,20.0,9.0,1.0,10.0,2.0,17854
7855,18.0,1.0,1.0,17.0,0.0,17855
7856,21.0,3.0,-1.0,5.0,14.0,17856
7857,25.0,9.0,-1.0,9.0,7.0,17857
7858,22.0,14.0,1.0,0.0,8.0,17858
7859,25.0,9.0,-1.0,15.0,1.0,17859
7860,19.0,6.0,-1.0,5.0,7.0,17860
7861,20.0,11.0,-1.0,3.0,6.0,17861
7862,15.0,1.0,-1.0,11.0,3.0,17862
7863,29.0,17.0,1.0,7.0,5.0,17863
7864,22.0,17.0,-1.0,5.0,1.0,17864
7865,51.0,34.0,-1.0,0.0,16.0,17865
7866,23.0,5.0,-1.0,8.0,10.0,17866
7867,18.0,13.0,1.0,4.0,2.0,17867
7868,11.0,2.0,-1.0,8.0,2.0,17868
7869,14.0,4.0,1.0,10.0,0.0,17869
7870,27.0,13.0,-1.0,0.0,14.0,17870
7871,17.0,3.0,1.0,1.0,13.0,17871
7872,21.0,14.0,-1.0,1.0,7.0,17872
7873,15.0,5.0,-1.0,3.0,7.0,17873
7874,14.0,2.0,1.0,6.0,5.0,17874
7875,45.0,37.0,-1.0,0.0,8.0,17875
7876,20.0,9.0,1.0,4.0,6.0,17876
7877,38.0,33.0,1.0,5.0,0.0,17877
7878,38.0,17.0,1.0,1.0,20.0,17878
7879,20.0,12.0,1.0,1.0,7.0,17879
7880,24.0,13.0,-1.0,2.0,8.0,17880
7881,23.0,9.0,-1.0,12.0,2.0,17881
7882,27.0,19.0,-1.0,2.0,7.0,17882
7883,18.0,10.0,-1.0,6.0,3.0,17883
7884,19.0,5.0,-1.0,8.0,5.0,17884
7885,18.0,6.0,-1.0,12.0,0.0,17885
7886,10.0,1.0,1.0,3.0,5.0,17886
7887,16.0,9.0,1.0,5.0,1.0,17887
7888,16.0,6.0,-1.0,6.0,3.0,17888
7889,16.0,6.0,1.0,1.0,8.0,17889
7890,28.0,19.0,1.0,6.0,4.0,17890
7891,33.0,32.0,1.0,1.0,0.0,17891
7892,22.0,8.0,-1.0,9.0,5.0,17892
7893,24.0,2.0,1.0,12.0,11.0,17893
7894,31.0,18.0,-1.0,13.0,0.0,17894
7895,16.0,3.0,1.0,3.0,11.0,17895
7896,15.0,3.0,-1.0,11.0,1.0,17896
7897,19.0,14.0,-1.0,0.0,6.0,17897
7898,23.0,18.0,-1.0,3.0,3.0,17898
7899,16.0,9.0,-1.0,5.0,2.0,17899
7900,21.0,16.0,1.0,4.0,0.0,17900
7901,23.0,21.0,1.0,2.0,0.0,17901
7902,14.0,4.0,1.0,0.0,10.0,17902
7903,24.0,18.0,1.0,5.0,2.0,17903
7904,20.0,5.0,-1.0,6.0,9.0,17904
7905,34.0,34.0,-1.0,1.0,0.0,17905
7906,30.0,20.0,1.0,0.0,10.0,17906
7907,40.0,27.0,-1.0,11.0,2.0,17907
7908,40.0,26.0,1.0,5.0,10.0,17908
7909,28.0,8.0,1.0,7.0,13.0,17909
7910,14.0,1.0,-1.0,10.0,2.0,17910
7911,24.0,17.0,-1.0,0.0,8.0,17911
7912,17.0,7.0,1.0,8.0,3.0,17912
7913,14.0,2.0,-1.0,0.0,12.0,17913
7914,28.0,20.0,-1.0,7.0,1.0,17914
7915,18.0,4.0,-1.0,10.0,4.0,17915
7916,27.0,23.0,-1.0,0.0,3.0,17916
7917,16.0,8.0,1.0,6.0,2.0,17917
7918,14.0,0.0,-1.0,8.0,6.0,17918
7919,14.0,9.0,-1.0,5.0,1.0,17919
7920,16.0,3.0,1.0,3.0,10.0,17920
7921,18.0,11.0,1.0,6.0,2.0,17921
7922,17.0,0.0,1.0,1.0,16.0,17922
7923,25.0,19.0,-1.0,1.0,4.0,17923
7924,40.0,30.0,-1.0,0.0,11.0,17924
7925,18.0,3.0,-1.0,0.0,14.0,17925
7926,37.0,26.0,-1.0,5.0,5.0,17926
7927,22.0,9.0,1.0,10.0,3.0,17927
7928,26.0,9.0,1.0,5.0,12.0,17928
7929,14.0,9.0,1.0,2.0,2.0,17929
7930,15.0,15.0,1.0,0.0,1.0,17930
7931,16.0,3.0,1.0,2.0,10.0,17931
7932,22.0,9.0,-1.0,2.0,11.0,17932
7933,41.0,11.0,1.0,24.0,7.0,17933
7934,43.0,35.0,1.0,0.0,7.0,17934
7935,27.0,13.0,-1.0,13.0,1.0,17935
7936,21.0,4.0,-1.0,11.0,6.0,17936
7937,18.0,3.0,-1.0,4.0,10.0,17937
7938,18.0,3.0,-1.0,13.0,2.0,17938
7939,15.0,8.0,-1.0,7.0,1.0,17939
7940,13.0,2.0,1.0,10.0,1.0,17940
7941,32.0,28.0,1.0,4.0,0.0,17941
7942,17.0,3.0,-1.0,1.0,12.0,17942
7943,19.0,13.0,1.0,6.0,1.0,17943
7944,21.0,15.0,1.0,3.0,3.0,17944
7945,12.0,1.0,-1.0,6.0,6.0,17945
7946,18.0,9.0,1.0,4.0,5.0,17946
7947,12.0,2.0,-1.0,2.0,7.0,17947
7948,9.0,0.0,1.0,3.0,7.0,17948
7949,37.0,22.0,-1.0,4.0,11.0,17949
7950,14.0,2.0,-1.0,6.0,6.0,17950
7951,22.0,5.0,-1.0,7.0,10.0,17951
7952,20.0,13.0,-1.0,5.0,2.0,17952
7953,34.0,31.0,1.0,2.0,1.0,17953
7954,44.0,42.0,1.0,2.0,0.0,17954
7955,14.0,0.0,1.0,10.0,4.0,17955
7956,22.0,20.0,-1.0,3.0,0.0,17956
7957,22.0,4.0,1.0,8.0,11.0,17957
7958,14.0,3.0,1.0,0.0,10.0,17958
7959,35.0,33.0,1.0,0.0,2.0,17959
7960,15.0,8.0,1.0,4.0,4.0,17960
7961,20.0,10.0,-1.0,8.0,2.0,17961
7962,21.0,8.0,1.0,6.0,7.0,17962
7963,23.0,15.0,1.0,8.0,0.0,17963
7964,13.0,0.0,-1.0,7.0,6.0,17964
7965,27.0,13.0,1.0,1.0,12.0,17965
7966,17.0,6.0,-1.0,6.0,4.0,17966
7967,17.0,9.0,-1.0,4.0,5.0,17967
7968,18.0,5.0,-1.0,2.0,12.0,17968
7969,36.0,28.0,-1.0,0.0,8.0,17969
7970,18.0,6.0,1.0,4.0,8.0,17970
7971,22.0,18.0,1.0,1.0,4.0,17971
7972,41.0,39.0,1.0,0.0,1.0,17972
7973,17.0,0.0,-1.0,8.0,9.0,17973
7974,28.0,20.0,-1.0,0.0,8.0,17974
7975,18.0,4.0,1.0,3.0,11.0,17975
7976,23.0,2.0,1.0,14.0,8.0,17976
7977,15.0,6.0,-1.0,5.0,5.0,17977
7978,14.0,6.0,1.0,2.0,7.0,17978
7979,26.0,18.0,-1.0,0.0,9.0,17979
7980,39.0,16.0,1.0,1.0,22.0,17980
7981,28.0,18.0,1.0,4.0,6.0,17981
7982,16.0,3.0,-1.0,13.0,0.0,17982
7983,23.0,10.0,-1.0,0.0,13.0,17983
7984,28.0,22.0,-1.0,1.0,4.0,17984
7985,37.0,21.0,1.0,16.0,0.0,17985
7986,23.0,0.0,1.0,6.0,17.0,17986
7987,13.0,1.0,1.0,9.0,2.0,17987
7988,12.0,2.0,1.0,6.0,3.0,17988
7989,25.0,15.0,-1.0,1.0,9.0,17989
7990,18.0,14.0,1.0,0.0,3.0,17990
7991,20.0,12.0,-1.0,3.0,5.0,17991
7992,26.0,14.0,-1.0,0.0,12.0,17992
7993,20.0,16.0,-1.0,2.0,1.0,17993
7994,16.0,13.0,1.0,4.0,0.0,17994
7995,19.0,9.0,-1.0,1.0,10.0,17995
7996,20.0,0.0,1.0,15.0,4.0,17996
7997,18.0,13.0,-1.0,4.0,2.0,17997
7998,15.0,5.0,-1.0,6.0,5.0,17998
7999,38.0,28.0,1.0,6.0,4.0,17999
8000,30.0,20.0,-1.0,1.0,9.0,18000
8001,10.0,1.0,1.0,4.0,6.0,18001
8002,17.0,2.0,-1.0,2.0,12.0,18002
8003,12.0,0.0,-1.0,0.0,11.0,18003
8004,35.0,28.0,-1.0,2.0,5.0,18004
8005,23.0,9.0,1.0,7.0,7.0,18005
8006,18.0,11.0,-1.0,2.0,6.0,18006
8007,42.0,27.0,-1.0,5.0,10.0,18007
8008,25.0,4.0,1.0,4.0,18.0,18008
8009,20.0,9.0,-1.0,8.0,3.0,18009
8010,16.0,1.0,-1.0,12.0,3.0,18010
8011,17.0,6.0,1.0,5.0,7.0,18011
8012,16.0,2.0,-1.0,6.0,7.0,18012
8013,144.0,131.0,1.0,13.0,0.0,18013
8014,69.0,53.0,1.0,4.0,12.0,18014
8015,68.0,26.0,-1.0,41.0,0.0,18015
8016,49.0,29.0,1.0,20.0,0.0,18016
8017,53.0,52.0,1.0,0.0,0.0,18017
8018,88.0,67.0,1.0,21.0,0.0,18018
8019,45.0,2.0,1.0,27.0,17.0,18019
8020,26.0,14.0,1.0,2.0,11.0,18020
8021,93.0,91.0,1.0,0.0,2.0,18021
8022,54.0,11.0,-1.0,22.0,20.0,18022
8023,52.0,26.0,-1.0,5.0,20.0,18023
8024,29.0,23.0,1.0,2.0,4.0,18024
8025,49.0,46.0,1.0,3.0,0.0,18025
8026,63.0,41.0,1.0,18.0,4.0,18026
8027,28.0,15.0,-1.0,0.0,12.0,18027
8028,28.0,22.0,1.0,6.0,1.0,18028
8029,29.0,13.0,1.0,7.0,9.0,18029
8030,17.0,2.0,1.0,7.0,8.0,18030
8031,56.0,13.0,-1.0,2.0,40.0,18031
8032,22.0,13.0,1.0,3.0,6.0,18032
8033,20.0,17.0,-1.0,2.0,2.0,18033
8034,29.0,17.0,1.0,4.0,8.0,18034
8035,20.0,8.0,1.0,2.0,11.0,18035
8036,34.0,22.0,-1.0,6.0,6.0,18036
8037,22.0,18.0,1.0,0.0,3.0,18037
8038,27.0,19.0,1.0,3.0,5.0,18038
8039,24.0,17.0,1.0,6.0,1.0,18039
8040,20.0,4.0,1.0,14.0,2.0,18040
8041,24.0,19.0,1.0,2.0,2.0,18041
8042,24.0,9.0,1.0,13.0,2.0,18042
8043,70.0,57.0,-1.0,0.0,13.0,18043
8044,33.0,6.0,-1.0,13.0,15.0,18044
8045,20.0,11.0,-1.0,9.0,0.0,18045
8046,46.0,1.0,-1.0,21.0,24.0,18046
8047,48.0,43.0,-1.0,0.0,4.0,18047
8048,34.0,14.0,1.0,6.0,14.0,18048
8049,27.0,7.0,1.0,20.0,0.0,18049
8050,22.0,7.0,1.0,6.0,9.0,18050
8051,16.0,1.0,1.0,11.0,3.0,18051
8052,19.0,7.0,1.0,4.0,9.0,18052
8053,130.0,48.0,1.0,82.0,0.0,18053
8054,60.0,27.0,-1.0,7.0,26.0,18054
8055,27.0,4.0,1.0,12.0,11.0,18055
8056,88.0,69.0,-1.0,1.0,18.0,18056
8057,45.0,19.0,1.0,22.0,4.0,18057
8058,33.0,24.0,-1.0,9.0,0.0,18058
8059,37.0,29.0,-1.0,2.0,6.0,18059
8060,30.0,5.0,1.0,13.0,12.0,18060
8061,19.0,1.0,1.0,9.0,9.0,18061
8062,23.0,8.0,-1.0,11.0,5.0,18062
8063,17.0,7.0,-1.0,1.0,9.0,18063
8064,19.0,10.0,1.0,0.0,9.0,18064
8065,32.0,25.0,1.0,4.0,4.0,18065
8066,27.0,18.0,1.0,7.0,3.0,18066
8067,28.0,6.0,1.0,2.0,21.0,18067
8068,27.0,2.0,-1.0,8.0,18.0,18068
8069,23.0,12.0,1.0,1.0,10.0,18069
8070,23.0,10.0,1.0,12.0,2.0,18070
8071,23.0,1.0,-1.0,15.0,7.0,18071
8072,32.0,17.0,-1.0,0.0,16.0,18072
8073,25.0,24.0,1.0,1.0,0.0,18073
8074,32.0,21.0,-1.0,7.0,4.0,18074
8075,19.0,5.0,1.0,2.0,11.0,18075
8076,32.0,18.0,1.0,9.0,5.0,18076
8077,36.0,26.0,-1.0,1.0,10.0,18077
8078,23.0,12.0,1.0,2.0,9.0,18078
8079,21.0,3.0,-1.0,3.0,15.0,18079
8080,31.0,29.0,-1.0,2.0,0.0,18080
8081,25.0,12.0,-1.0,5.0,8.0,18081
8082,26.0,1.0,-1.0,19.0,6.0,18082
8083,20.0,4.0,1.0,5.0,10.0,18083
8084,38.0,19.0,1.0,13.0,6.0,18084
8085,18.0,10.0,1.0,6.0,2.0,18085
8086,15.0,2.0,-1.0,3.0,9.0,18086
8087,27.0,19.0,-1.0,4.0,4.0,18087
8088,23.0,13.0,1.0,1.0,9.0,18088
8089,21.0,9.0,1.0,12.0,0.0,18089
8090,44.0,12.0,-1.0,10.0,23.0,18090
8091,16.0,4.0,-1.0,7.0,5.0,18091
8092,17.0,2.0,1.0,4.0,11.0,18092
8093,28.0,17.0,1.0,10.0,2.0,18093
8094,18.0,5.0,-1.0,2.0,11.0,18094
8095,16.0,1.0,1.0,14.0,1.0,18095
8096,21.0,1.0,1.0,14.0,6.0,18096
8097,22.0,5.0,-1.0,6.0,11.0,18097
8098,39.0,7.0,1.0,6.0,26.0,18098
8099,40.0,24.0,1.0,12.0,4.0,18099
8100,47.0,32.0,1.0,16.0,0.0,18100
8101,18.0,2.0,1.0,5.0,11.0,18101
8102,30.0,25.0,-1.0,2.0,3.0,18102
8103,31.0,20.0,-1.0,1.0,10.0,18103
8104,53.0,12.0,1.0,17.0,24.0,18104
8105,26.0,6.0,1.0,8.0,12.0,18105
8106,19.0,1.0,1.0,0.0,18.0,18106
8107,30.0,19.0,1.0,0.0,12.0,18107
8108,17.0,1.0,-1.0,15.0,1.0,18108
8109,16.0,6.0,-1.0,4.0,7.0,18109
8110,24.0,4.0,1.0,4.0,16.0,18110
8111,22.0,3.0,1.0,10.0,9.0,18111
8112,19.0,11.0,1.0,8.0,1.0,18112
8113,24.0,16.0,1.0,3.0,6.0,18113
8114,29.0,21.0,1.0,8.0,0.0,18114
8115,26.0,16.0,-1.0,3.0,7.0,18115
8116,20.0,14.0,-1.0,2.0,5.0,18116
8117,19.0,4.0,1.0,16.0,0.0,18117
8118,14.0,1.0,-1.0,8.0,6.0,18118
8119,37.0,31.0,-1.0,0.0,6.0,18119
8120,20.0,13.0,1.0,4.0,2.0,18120
8121,17.0,3.0,1.0,14.0,0.0,18121
8122,41.0,33.0,-1.0,0.0,8.0,18122
8123,24.0,15.0,-1.0,8.0,1.0,18123
8124,18.0,9.0,-1.0,8.0,1.0,18124
8125,26.0,21.0,1.0,4.0,1.0,18125
8126,15.0,7.0,1.0,4.0,3.0,18126
8127,21.0,18.0,-1.0,1.0,3.0,18127
8128,13.0,5.0,-1.0,7.0,2.0,18128
8129,34.0,30.0,1.0,4.0,0.0,18129
8130,17.0,12.0,-1.0,2.0,4.0,18130
8131,33.0,28.0,1.0,5.0,0.0,18131
8132,34.0,21.0,1.0,7.0,6.0,18132
8133,18.0,5.0,1.0,1.0,12.0,18133
8134,16.0,4.0,-1.0,12.0,0.0,18134
8135,44.0,15.0,1.0,28.0,1.0,18135
8136,32.0,8.0,-1.0,18.0,6.0,18136
8137,19.0,10.0,1.0,5.0,5.0,18137
8138,19.0,4.0,-1.0,0.0,16.0,18138
8139,18.0,0.0,1.0,8.0,9.0,18139
8140,17.0,11.0,-1.0,1.0,6.0,18140
8141,48.0,39.0,-1.0,0.0,8.0,18141
8142,22.0,6.0,-1.0,4.0,11.0,18142
8143,26.0,16.0,1.0,7.0,4.0,18143
8144,24.0,22.0,-1.0,1.0,2.0,18144
8145,18.0,9.0,1.0,4.0,4.0,18145
8146,16.0,3.0,-1.0,5.0,8.0,18146
8147,16.0,4.0,1.0,0.0,11.0,18147
8148,19.0,5.0,1.0,14.0,0.0,18148
8149,18.0,9.0,1.0,3.0,6.0,18149
8150,40.0,19.0,-1.0,1.0,19.0,18150
8151,52.0,34.0,1.0,18.0,0.0,18151
8152,20.0,14.0,1.0,5.0,1.0,18152
8153,35.0,24.0,-1.0,6.0,5.0,18153
8154,28.0,3.0,1.0,4.0,21.0,18154
8155,17.0,2.0,-1.0,7.0,7.0,18155
8156,25.0,10.0,1.0,9.0,5.0,18156
8157,11.0,3.0,1.0,7.0,2.0,18157
8158,14.0,5.0,1.0,9.0,1.0,18158
8159,20.0,0.0,-1.0,8.0,12.0,18159
8160,31.0,9.0,-1.0,16.0,6.0,18160
8161,37.0,37.0,-1.0,0.0,0.0,18161
8162,19.0,11.0,1.0,6.0,2.0,18162
8163,13.0,2.0,1.0,1.0,9.0,18163
8164,11.0,3.0,1.0,2.0,5.0,18164
8165,13.0,3.0,-1.0,6.0,4.0,18165
8166,17.0,5.0,-1.0,10.0,1.0,18166
8167,12.0,5.0,-1.0,5.0,1.0,18167
8168,29.0,24.0,-1.0,3.0,2.0,18168
8169,16.0,8.0,1.0,1.0,6.0,18169
8170,11.0,0.0,0.0,7.0,4.0,18170
8171,16.0,5.0,1.0,10.0,2.0,18171
8172,14.0,3.0,-1.0,8.0,3.0,18172
8173,42.0,34.0,1.0,2.0,6.0,18173
8174,34.0,32.0,1.0,1.0,2.0,18174
8175,23.0,3.0,1.0,7.0,13.0,18175
8176,30.0,15.0,-1.0,6.0,9.0,18176
8177,21.0,11.0,-1.0,0.0,10.0,18177
8178,15.0,4.0,1.0,6.0,4.0,18178
8179,44.0,27.0,1.0,17.0,0.0,18179
8180,20.0,10.0,1.0,9.0,1.0,18180
8181,47.0,32.0,-1.0,2.0,13.0,18181
8182,18.0,7.0,-1.0,0.0,11.0,18182
8183,44.0,25.0,-1.0,3.0,16.0,18183
8184,38.0,25.0,-1.0,0.0,13.0,18184
8185,37.0,26.0,1.0,10.0,1.0,18185
8186,21.0,13.0,1.0,9.0,0.0,18186
8187,25.0,11.0,-1.0,7.0,7.0,18187
8188,24.0,20.0,1.0,2.0,3.0,18188
8189,25.0,19.0,1.0,3.0,3.0,18189
8190,12.0,5.0,-1.0,8.0,0.0,18190
8191,26.0,12.0,1.0,10.0,3.0,18191
8192,21.0,9.0,-1.0,4.0,7.0,18192
8193,15.0,5.0,1.0,6.0,3.0,18193
8194,23.0,11.0,-1.0,3.0,8.0,18194
8195,18.0,10.0,1.0,3.0,4.0,18195
8196,28.0,19.0,1.0,7.0,2.0,18196
8197,32.0,21.0,-1.0,7.0,5.0,18197
8198,28.0,25.0,-1.0,0.0,3.0,18198
8199,24.0,5.0,1.0,9.0,11.0,18199
8200,45.0,42.0,-1.0,0.0,3.0,18200
8201,27.0,10.0,-1.0,18.0,0.0,18201
8202,78.0,46.0,-1.0,0.0,32.0,18202
8203,31.0,5.0,1.0,21.0,5.0,18203
8204,39.0,35.0,-1.0,4.0,0.0,18204
8205,37.0,16.0,1.0,5.0,16.0,18205
8206,40.0,23.0,1.0,2.0,15.0,18206
8207,26.0,13.0,1.0,0.0,13.0,18207
8208,33.0,3.0,1.0,12.0,18.0,18208
8209,55.0,44.0,1.0,10.0,0.0,18209
8210,31.0,17.0,1.0,3.0,11.0,18210
8211,21.0,2.0,1.0,18.0,2.0,18211
8212,28.0,26.0,-1.0,1.0,2.0,18212
8213,24.0,1.0,-1.0,1.0,21.0,18213
8214,57.0,45.0,-1.0,4.0,9.0,18214
8215,37.0,24.0,1.0,7.0,5.0,18215
8216,35.0,11.0,1.0,16.0,8.0,18216
8217,22.0,2.0,1.0,8.0,11.0,18217
8218,37.0,18.0,1.0,18.0,1.0,18218
8219,39.0,5.0,-1.0,20.0,14.0,18219
8220,29.0,22.0,-1.0,7.0,0.0,18220
8221,25.0,16.0,1.0,4.0,4.0,18221
8222,13.0,0.0,1.0,4.0,8.0,18222
8223,40.0,33.0,1.0,7.0,1.0,18223
8224,14.0,1.0,-1.0,12.0,2.0,18224
8225,27.0,13.0,-1.0,3.0,11.0,18225
8226,14.0,4.0,-1.0,7.0,4.0,18226
8227,33.0,22.0,-1.0,7.0,4.0,18227
8228,17.0,12.0,-1.0,4.0,0.0,18228
8229,30.0,25.0,1.0,2.0,3.0,18229
8230,16.0,7.0,1.0,6.0,2.0,18230
8231,16.0,6.0,-1.0,7.0,3.0,18231
8232,34.0,2.0,-1.0,20.0,13.0,18232
8233,15.0,0.0,-1.0,11.0,4.0,18233
8234,19.0,1.0,-1.0,8.0,9.0,18234
8235,19.0,11.0,-1.0,8.0,1.0,18235
8236,19.0,9.0,-1.0,7.0,4.0,18236
8237,12.0,2.0,1.0,7.0,2.0,18237
8238,29.0,11.0,-1.0,18.0,0.0,18238
8239,37.0,4.0,-1.0,11.0,21.0,18239
8240,16.0,2.0,1.0,13.0,2.0,18240
8241,48.0,21.0,-1.0,0.0,26.0,18241
8242,46.0,24.0,-1.0,2.0,19.0,18242
8243,25.0,6.0,1.0,12.0,7.0,18243
8244,20.0,4.0,-1.0,2.0,14.0,18244
8245,33.0,16.0,-1.0,0.0,17.0,18245
8246,14.0,1.0,1.0,10.0,4.0,18246
8247,18.0,4.0,-1.0,5.0,9.0,18247
8248,46.0,36.0,-1.0,0.0,9.0,18248
8249,19.0,6.0,1.0,10.0,2.0,18249
8250,21.0,11.0,1.0,6.0,4.0,18250
8251,38.0,28.0,-1.0,0.0,9.0,18251
8252,16.0,12.0,-1.0,0.0,5.0,18252
8253,23.0,7.0,-1.0,2.0,14.0,18253
8254,28.0,8.0,1.0,0.0,20.0,18254
8255,13.0,4.0,1.0,1.0,9.0,18255
8256,30.0,18.0,-1.0,8.0,5.0,18256
8257,25.0,10.0,1.0,14.0,0.0,18257
8258,32.0,14.0,-1.0,13.0,5.0,18258
8259,52.0,43.0,-1.0,1.0,8.0,18259
8260,37.0,22.0,-1.0,8.0,7.0,18260
8261,28.0,20.0,1.0,8.0,0.0,18261
8262,24.0,8.0,1.0,2.0,13.0,18262
8263,27.0,21.0,-1.0,6.0,0.0,18263
8264,18.0,5.0,-1.0,4.0,10.0,18264
8265,27.0,18.0,1.0,3.0,5.0,18265
8266,22.0,18.0,1.0,1.0,3.0,18266
8267,15.0,3.0,-1.0,2.0,10.0,18267
8268,15.0,8.0,-1.0,6.0,2.0,18268
8269,23.0,14.0,-1.0,2.0,7.0,18269
8270,17.0,3.0,1.0,10.0,4.0,18270
8271,21.0,8.0,1.0,2.0,11.0,18271
8272,27.0,21.0,1.0,0.0,6.0,18272
8273,14.0,2.0,1.0,9.0,3.0,18273
8274,20.0,8.0,-1.0,12.0,0.0,18274
8275,25.0,9.0,1.0,14.0,3.0,18275
8276,36.0,19.0,1.0,12.0,6.0,18276
8277,19.0,7.0,1.0,3.0,9.0,18277
8278,20.0,5.0,-1.0,0.0,14.0,18278
8279,12.0,3.0,-1.0,6.0,2.0,18279
8280,19.0,12.0,-1.0,1.0,7.0,18280
8281,27.0,15.0,1.0,12.0,0.0,18281
8282,26.0,19.0,1.0,3.0,4.0,18282
8283,11.0,3.0,-1.0,2.0,5.0,18283
8284,14.0,3.0,1.0,3.0,8.0,18284
8285,18.0,10.0,1.0,0.0,7.0,18285
8286,26.0,17.0,1.0,10.0,0.0,18286
8287,18.0,4.0,1.0,6.0,8.0,18287
8288,16.0,6.0,1.0,7.0,3.0,18288
8289,14.0,0.0,0.0,11.0,3.0,18289
8290,24.0,9.0,1.0,16.0,0.0,18290
8291,22.0,9.0,-1.0,3.0,10.0,18291
8292,13.0,0.0,1.0,8.0,4.0,18292
8293,14.0,8.0,-1.0,5.0,2.0,18293
8294,19.0,7.0,1.0,6.0,6.0,18294
8295,12.0,3.0,-1.0,5.0,5.0,18295
8296,14.0,1.0,1.0,12.0,1.0,18296
8297,32.0,23.0,-1.0,3.0,6.0,18297
8298,22.0,2.0,1.0,17.0,3.0,18298
8299,10.0,0.0,-1.0,9.0,2.0,18299
8300,19.0,10.0,1.0,8.0,0.0,18300
8301,20.0,14.0,-1.0,3.0,4.0,18301
8302,24.0,14.0,1.0,11.0,0.0,18302
8303,17.0,11.0,-1.0,5.0,0.0,18303
8304,15.0,5.0,-1.0,5.0,5.0,18304
8305,33.0,17.0,-1.0,6.0,10.0,18305
8306,58.0,34.0,-1.0,0.0,24.0,18306
8307,69.0,67.0,-1.0,0.0,2.0,18307
8308,55.0,50.0,1.0,4.0,1.0,18308
8309,20.0,6.0,-1.0,15.0,0.0,18309
8310,26.0,16.0,1.0,2.0,8.0,18310
8311,17.0,1.0,-1.0,8.0,8.0,18311
8312,36.0,29.0,1.0,5.0,3.0,18312
8313,16.0,4.0,-1.0,10.0,2.0,18313
8314,27.0,14.0,-1.0,1.0,12.0,18314
8315,17.0,3.0,1.0,2.0,12.0,18315
8316,15.0,2.0,-1.0,12.0,0.0,18316
8317,17.0,4.0,1.0,0.0,13.0,18317
8318,16.0,3.0,1.0,11.0,2.0,18318
8319,16.0,2.0,-1.0,4.0,10.0,18319
8320,20.0,16.0,-1.0,2.0,3.0,18320
8321,32.0,22.0,-1.0,10.0,0.0,18321
8322,45.0,25.0,-1.0,0.0,20.0,18322
8323,27.0,7.0,1.0,9.0,11.0,18323
8324,19.0,7.0,1.0,10.0,2.0,18324
8325,35.0,30.0,1.0,5.0,1.0,18325
8326,32.0,25.0,-1.0,4.0,3.0,18326
8327,33.0,16.0,-1.0,10.0,6.0,18327
8328,24.0,8.0,1.0,0.0,15.0,18328
8329,24.0,7.0,1.0,2.0,15.0,18329
8330,14.0,6.0,-1.0,5.0,2.0,18330
8331,13.0,3.0,1.0,5.0,6.0,18331
8332,24.0,13.0,-1.0,5.0,6.0,18332
8333,8.0,0.0,0.0,2.0,5.0,18333
8334,14.0,5.0,1.0,0.0,9.0,18334
8335,34.0,31.0,-1.0,0.0,3.0,18335
8336,31.0,10.0,-1.0,5.0,16.0,18336
8337,16.0,5.0,1.0,0.0,10.0,18337
8338,32.0,11.0,1.0,7.0,14.0,18338
8339,17.0,3.0,-1.0,0.0,13.0,18339
8340,12.0,6.0,-1.0,3.0,4.0,18340
8341,16.0,7.0,-1.0,3.0,5.0,18341
8342,11.0,1.0,1.0,10.0,0.0,18342
8343,19.0,8.0,1.0,0.0,11.0,18343
8344,21.0,7.0,1.0,10.0,3.0,18344
